,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
541,4531,4568,sidewalk,Ravagh Persian Grill,First Avenue Persian Grille Inc,Ravagh Persian Grill,1135,First Avenue,Manhattan,10065,"1135 First Avenue, Manhattan, NY",06/23/2020,40.761632,-73.960502,Lenox Hill-Roosevelt Island
542,4540,4577,both,Reade street pub and kichen,Reade street pub,Reade street pub,135,Reade st,Manhattan,10013,"135 Reade st, Manhattan, NY",06/23/2020,40.716384999999995,-74.00966,SoHo-TriBeCa-Civic Center-Little Italy
543,4543,4580,both,Amorino,FilloGigi1 LLC,Amorino,414,Amsterdam Ave,Manhattan,10024,"414 Amsterdam Ave, Manhattan, NY",06/23/2020,40.783685,-73.977944,Upper West Side
544,4545,4582,roadway,Pastrami Queen,Jonah's Pastrami LLC,Pastrami Queen,1125,Lexington Ave,Manhattan,10075,"1125 Lexington Ave, Manhattan, NY",06/23/2020,40.774378000000006,-73.95931,Upper East Side-Carnegie Hill
545,4548,4585,both,Mariella Pizza,Mariella Bella Inc,Mariella Pizza,965,Lexington Ave,Manhattan,10021,"965 Lexington Ave, Manhattan, NY",06/23/2020,40.769246,-73.963053,Upper East Side-Carnegie Hill
546,4568,4605,both,Santa Fe,Santa Fe Restaurant Corp.,Santa Fe Restaurant Corp.,73,West 71st,Manhattan,10023,"73 West 71st, Manhattan, NY",06/23/2020,,,
547,4572,4609,both,Jing Fong Restaurant,Jing Fong Restaurant,Jing Fong Restaurant,20,Elizabeth Street,Manhattan,10013,"20 Elizabeth Street, Manhattan, NY",06/23/2020,40.715996000000004,-73.997313,Chinatown
548,4575,4612,both,Thyme and Tonic,Spring Natural Corp.,Spring Natural Corp.,474,Columbus,Manhattan,10024,"474 Columbus , Manhattan, NY",06/23/2020,,,
549,4577,4614,both,T & S Restaurant LLC,T & S Restaurant LLC,Gracie's on Second,300,East 86th,Manhattan,10028,"300 East 86th, Manhattan, NY",06/23/2020,,,
550,4585,4622,both,PHO SHOP,PHO GROUP CORPORATION,PHO SHOP,141,WEST 72nd Street,Manhattan,10023,"141 WEST 72nd Street, Manhattan, NY",06/23/2020,40.778045,-73.980271,Lincoln Square
551,4593,4630,both,AOC East,Harlem Sam Inc.,Harlem Sam Inc.,1590,"First Avenue, New York, NY 10028",Manhattan,10028,"1590  First Avenue, New York, NY 10028, Manhattan, NY",06/23/2020,40.774682,-73.95096600000001,Yorkville
552,4596,4633,roadway,Heidi's House by the Side ofthe Road,Heidi's House LLC,Heidi's House by the Side ofthe Road,308,East 78th Street,Manhattan,10075,"308 East 78th Street, Manhattan, NY",06/23/2020,40.772441,-73.955069,Lenox Hill-Roosevelt Island
553,4598,4635,sidewalk,MMR Foods Inc,MMR foods Inc,IMLI,1136,First Avenue,Manhattan,10065,"1136 First Avenue, Manhattan, NY",06/23/2020,40.761719,-73.960411,Lenox Hill-Roosevelt Island
554,4627,4664,both,zorba mediterranean grill,pinar foods inc,zorba mediterranean grill,723,3rd ave,Manhattan,10017,"723 3rd ave, Manhattan, NY",06/23/2020,40.752829999999996,-73.97293,Turtle Bay-East Midtown
555,4631,4668,both,Blondies,PJJK Restaurant Corp.,Blondies,212,W 79th St.,Manhattan,10024,"212 W 79th St., Manhattan, NY",06/23/2020,40.783383,-73.978912,Upper West Side
556,4645,4682,sidewalk,tbar,LENOX ROOM CORP,tbar steak & lounge,1408,"1278 third avenue, tbar",Manhattan,10021,"1408 1278 third avenue, tbar, Manhattan, NY",06/23/2020,,,
557,4646,4683,both,Flor De Mayo,Flor De Mar,Flor De Mayo Restaurant,484,Amsterdam Ave,Manhattan,10024,"484 Amsterdam Ave, Manhattan, NY",06/23/2020,40.785942999999996,-73.9763,Upper West Side
558,4648,4686,sidewalk,Rosa Mexicano,Fenix Rest. Inc.,Rosa Mexicano,1063,First Avenue,Manhattan,10022,"1063 First Avenue, Manhattan, NY",06/23/2020,40.758885,-73.962517,Turtle Bay-East Midtown
559,4649,4687,roadway,Pa pa Thai Cuisine,Loog por pech corporations,Loog por pech corporations,1069,1 st ave,Manhattan,10022,"1069  1 st ave , Manhattan, NY",06/23/2020,,,
560,4650,4688,sidewalk,Cafe by Shiki,Tane NYC LLC,Shiki NYC,40,Wooster St.,Manhattan,10013,"40 Wooster St., Manhattan, NY",06/23/2020,40.722237,-74.002753,SoHo-TriBeCa-Civic Center-Little Italy
561,4673,4711,sidewalk,Daikanyama,Daikanyama LLC,Daikanyama LLC,1000,3rd ave,Manhattan,10022,"1000  3rd ave , Manhattan, NY",06/23/2020,40.761894,-73.966349,Upper East Side-Carnegie Hill
562,4690,4728,both,Amber,"New Amber 103, Inc.",AMBER,103,west 70th street,Manhattan,10023,"103 west 70th street, Manhattan, NY",06/24/2020,40.776216999999995,-73.979972,Lincoln Square
563,4695,4733,both,Tenzan,TENZAN NEW YORK CORP,TENZAN NEW YORK CORP,285,Columbus Avenue,Manhattan,10023,"285 Columbus Avenue, Manhattan, NY",06/24/2020,40.778321999999996,-73.97811899999999,Lincoln Square
564,4698,4736,sidewalk,Dark Bullet,DARK BULLET CORP.,DARK BULLET CORP.,154,W 72nd Street,Manhattan,10023,"154 W 72nd Street, Manhattan, NY",06/24/2020,40.778127000000005,-73.980513,Lincoln Square
565,4704,4742,both,Little Collins,Little Collins Lexington LLC (Formerly Peters on Lex LLC),Little Collins,667,Lexington Ave,Manhattan,10022,"667 Lexington Ave, Manhattan, NY",06/24/2020,40.75996,-73.969823,Turtle Bay-East Midtown
566,4712,4750,both,SAPORI,SAPORE D'ITALIA OF NYC INC,SAPORE D'ITALIA OF NYC INC,105,MULBERRY ST,Manhattan,10013,"105 MULBERRY ST, Manhattan, NY",06/24/2020,40.717420000000004,-73.998402,SoHo-TriBeCa-Civic Center-Little Italy
567,4713,4751,sidewalk,Griffis Faculty Club,Griffis Faculty Club Inc,Griffis Faculty Club Inc,521,East 68th Street,Manhattan,10021,"521  East 68th Street, Manhattan, NY",06/24/2020,40.764163,-73.95528399999999,Lenox Hill-Roosevelt Island
568,4715,4753,both,MARINARA PIZZA,PIZZA 54 INC,MARINARA PIZZA,985,1ST AVE,Manhattan,10022,"985 1ST AVE, Manhattan, NY",06/24/2020,40.756481,-73.96426600000001,Turtle Bay-East Midtown
569,4716,4754,both,MARINARA PIZZA,PIZZA 54 INC,MARINARA PIZZA,985,1ST AVE,Manhattan,10022,"985  1ST AVE, Manhattan, NY",06/24/2020,40.756481,-73.96426600000001,Turtle Bay-East Midtown
570,4719,4757,sidewalk,MARINARA PIZZA,PIZZA 48 LLC,MARINARA PIZZA,483,AMSTERDAM AVE,Manhattan,10024,"483  AMSTERDAM AVE, Manhattan, NY",06/24/2020,40.785875,-73.976326,Upper West Side
571,4720,4758,sidewalk,MARINARA PIZZA,PIZZA 84 LLC,MARINARA PIZZA,483,AMSTERDAM AVE,Manhattan,10024,"483 AMSTERDAM AVE, Manhattan, NY",06/24/2020,40.785875,-73.976326,Upper West Side
572,4726,4764,both,SABA'S P[IZZA,BRITTGAB CORP,BRITTGAB CORP,1217,LEXINGTON AVE,Manhattan,10028,"1217 LEXINGTON AVE, Manhattan, NY",06/24/2020,40.777167999999996,-73.957272,Upper East Side-Carnegie Hill
573,4731,4769,sidewalk,SABA'S PIZZA,MOSHGAB CORP,SABA'S PIZZA,403,AMSTERDAM AVE,Manhattan,10024,"403 AMSTERDAM AVE, Manhattan, NY",06/24/2020,40.783353000000005,-73.978164,Upper West Side
574,4759,4797,both,La Grenouille,La Grenouille Inc,La Grenouille Inc,3,East 52nd Street,Manhattan,10022,"3 East 52nd Street, Manhattan, NY",06/24/2020,40.759665000000005,-73.975978,Midtown-Midtown South
575,4777,4815,both,Darkhorse,17 Murray Rest  Corp,17 Murray Rest  Corp,17,Murray street,Manhattan,10007,"17 Murray street, Manhattan, NY",06/24/2020,40.713451,-74.008062,SoHo-TriBeCa-Civic Center-Little Italy
576,4784,4822,sidewalk,Horn's Hook Tavern,"T&J Hospitality, INC",Horn's Hook Tavern,1589,First Avenue,Manhattan,10028,"1589 First Avenue, Manhattan, NY",06/24/2020,40.77466,-73.951009,Yorkville
577,4791,4829,roadway,Bierhaus NYC,JTP Restaurant Corp.,Bierhaus NYC,712,Third Avenue,Manhattan,10017,"712 Third Avenue, Manhattan, NY",06/24/2020,40.752438,-73.973244,Turtle Bay-East Midtown
578,4807,4845,both,The Drunken Munkey,"MACC Hospitality, LLC",The Drunken Munkey,338,E92nd St.,Manhattan,10028,"338 E92nd St., Manhattan, NY",06/24/2020,40.781259999999996,-73.947968,Yorkville
579,4841,4879,both,Emerald Inn,"Emerald Inn , Inc","Emerald Inn , Inc",250,W72nd St,Manhattan,10023,"250 W72nd St, Manhattan, NY",06/24/2020,40.7793,-73.98328599999999,Lincoln Square
580,4847,4885,both,MEDITERRANEO,MA.VI.DO RESTAURANT INC,MEDITERRANEO,1260,Second avenue,Manhattan,10065,"1260  Second avenue , Manhattan, NY",06/24/2020,40.765079,-73.96106999999999,Lenox Hill-Roosevelt Island
581,4851,4889,sidewalk,Black Star Bakery&Cafe,York Latte LLC,Black Star,1597,York Ave,Manhattan,10028,"1597 York Ave, Manhattan, NY",06/24/2020,40.774916999999995,-73.947875,Yorkville
582,4854,4892,roadway,eats,mjaj food corp,eats,1055,LEXINGTON AVE,Manhattan,10021,"1055 LEXINGTON AVE, Manhattan, NY",06/24/2020,40.772273,-73.96084599999999,Upper East Side-Carnegie Hill
583,4858,4896,sidewalk,Caffè Bacio,Caffè Bacio Ltd.,Caffè Bacio Ltd.,1223,3rd Avenue,Manhattan,10021,"1223 3rd Avenue, Manhattan, NY",06/24/2020,40.768817999999996,-73.96127,Lenox Hill-Roosevelt Island
584,4861,4898,both,Lezzet Turkish Restaurant,Dervish Turkish Restaurant inc,Lezzet Turkish Restaurant,132 E,61st street,Manhattan,10065,"132 E 61st street , Manhattan, NY",06/24/2020,40.763673,-73.96775600000001,Upper East Side-Carnegie Hill
585,4866,4904,sidewalk,Silver Star,1236 Second Avenue Restaurant Corp,Silver Star Restaurant,1236,Second Avenue,Manhattan,10065,"1236  Second Avenue, Manhattan, NY",06/24/2020,40.764212,-73.961706,Lenox Hill-Roosevelt Island
586,4870,4908,roadway,Foxy Johns,Pej Restaurant llc,Foxy Johns,143,East 47th,Manhattan,10017,"143 East 47th , Manhattan, NY",06/24/2020,,,
587,4883,4921,roadway,cafe metro,"metro 71, LLC","metro 71, LLC",2062,broadwayq,Manhattan,10023,"2062 broadwayq, Manhattan, NY",06/24/2020,,,
588,4885,4923,both,fresh&co,"1260 bake, LLC","1260 bake, LLC",1260,lexington,Manhattan,10028,"1260 lexington, Manhattan, NY",06/24/2020,,,
589,4896,4934,both,cafe metro,"42nd st bakery, LLC","42nd st bakery, LLC",14,42nd street,Manhattan,10017,"14  42nd street, Manhattan, NY",06/24/2020,,,
590,4902,4940,sidewalk,SPIN,SPIN NYC E54 LLC,SPIN,7,East 54th Street,Manhattan,10022,"7 East 54th Street, Manhattan, NY",06/24/2020,40.760845,-73.974887,Midtown-Midtown South
591,4915,4953,both,la vera pizza,midtown pizza corp,la vera pizza,922,2nd ave,Manhattan,10017,"922  2nd ave, Manhattan, NY",06/24/2020,40.754155,-73.96903499999999,Turtle Bay-East Midtown
592,4916,4954,both,solas,9th st ventures,9th st ventures,232,9th st,Manhattan,10022,"232 9th st, Manhattan, NY",06/24/2020,,,
593,4941,4979,sidewalk,DERO RESTAURANT CORP,DERO RESTAURANT CORP.,FINESTRA RESTAURANT,1370,YORK AVE,Manhattan,10021,"1370  YORK AVE, Manhattan, NY",06/24/2020,40.767626,-73.95317,Lenox Hill-Roosevelt Island
594,4944,4982,sidewalk,Pitchounette81,H245 st corp,H245 st corp,245 E81st,81st street,Manhattan,10028,"245 E81st 81st street, Manhattan, NY",06/24/2020,,,
595,4945,4983,roadway,Quality Eats,"Bacon & Bagels, LLC",Quality Eats,1496,Second Avenue,Manhattan,10075,"1496 Second Avenue, Manhattan, NY",06/24/2020,40.772557,-73.955614,Lenox Hill-Roosevelt Island
596,4951,4989,both,Le Botaniste,"Botanicus Grand, Inc.",Le Botaniste,127,Grand street,Manhattan,10013,"127 Grand street , Manhattan, NY",06/24/2020,40.720602,-74.000213,SoHo-TriBeCa-Civic Center-Little Italy
597,4965,5003,both,Da Capo,Da Capo Corp,Da Capo Corp,322,Columbus ave,Manhattan,10023,"322 Columbus ave, Manhattan, NY",06/24/2020,40.779513,-73.97726999999999,Upper West Side
598,4976,5014,sidewalk,C. Di Palo,"LSMC, LLC",C. Di Palo,151-153,mott street,Manhattan,10013,"151-153 mott street, Manhattan, NY",06/24/2020,40.719221000000005,-73.996421,SoHo-TriBeCa-Civic Center-Little Italy
599,4982,5020,both,REMI FLOWER COFFEE,JM FLOWER CORP,REMI FLOWER & COFFEE,906,2ND AVE,Manhattan,10017,"906 2ND AVE, Manhattan, NY",06/24/2020,40.753803999999995,-73.96929200000001,Turtle Bay-East Midtown
600,4996,5034,both,Felice,Eighty Third and First LLC,Felice,1593,Third Avenue,Manhattan,10028,"1593  Third Avenue, Manhattan, NY",06/24/2020,40.7811,-73.95231899999999,Yorkville
601,5015,5053,both,Felice,Cafe Focaccia Inc,Felice,1166,First Avenue,Manhattan,10065,"1166  First Avenue, Manhattan, NY",06/24/2020,40.762644,-73.95975,Lenox Hill-Roosevelt Island
602,5034,5072,sidewalk,PATSY'S PIZZERIA,1279 1ST AVE LLC,PATSY'S PIZZERIA,1279,1ST AVE,Manhattan,10065,"1279 1ST AVE , Manhattan, NY",06/24/2020,40.765781,-73.957488,Lenox Hill-Roosevelt Island
603,5050,5088,sidewalk,PATSY'S PZZERIA,60TH STREET RESTAURANT CORP,60TH STREET RESTAURANT CORP,206,EAST 60TH STREET,Manhattan,10022,"206 EAST 60TH STREET, Manhattan, NY",06/24/2020,40.761990000000004,-73.9657,Lenox Hill-Roosevelt Island
604,5073,5111,both,JR Sushi,JR Sushi 2 Inc,JR Sushi 2 Inc,86A,West Broadway,Manhattan,10007,"86A  West Broadway, Manhattan, NY",06/24/2020,40.715202000000005,-74.009505,SoHo-TriBeCa-Civic Center-Little Italy
605,5088,5126,sidewalk,The Jeffrey Craft Beer & Bites,"60th Street, LLC","60th Street, LLC",311,East 60th Street,Manhattan,10022,"311 East 60th Street , Manhattan, NY",06/24/2020,40.760923999999996,-73.96309000000001,Lenox Hill-Roosevelt Island
606,5098,5136,sidewalk,The Daisy,The Tequila Gastropub LLC,The Daisy,1641,2nd Avenue,Manhattan,10028,"1641 2nd Avenue, Manhattan, NY",06/24/2020,40.777353000000005,-73.952134,Yorkville
607,5100,5138,both,Amsterdam Ale House,Amsterdam Ale House inc.,Amsterdam Ale House,340,Amsterdam Ave,Manhattan,10024,"340 Amsterdam Ave, Manhattan, NY",06/24/2020,40.781248,-73.979721,Upper West Side
608,5108,5146,roadway,bistro vendome,petiteau inc,bistro vendome,405,EAST 58TH STREET,Manhattan,10022,"405 EAST 58TH STREET, Manhattan, NY",06/24/2020,40.758819,-73.962027,Turtle Bay-East Midtown
609,5118,5156,sidewalk,LAVO,MADISON ENTERTAINMENT ASSOCIATES LLC,LAVO,625,Madison Ave,Manhattan,10022,"625 Madison Ave, Manhattan, NY",06/24/2020,40.763381,-73.971551,Midtown-Midtown South
610,5131,5169,both,Annie Moore’s,Annie Moore’s LLC,Annie Moore’s bar & restaurant,22,East 41st st,Manhattan,10017,"22 East 41st st, Manhattan, NY",06/24/2020,40.752342999999996,-73.980275,Murray Hill-Kips Bay
611,5132,5170,both,The Smith,TS2 Hospitality LLC,The Smith,956,Second Avenue,Manhattan,10022,"956 Second Avenue, Manhattan, NY",06/24/2020,40.755261,-73.968233,Turtle Bay-East Midtown
612,5136,5174,both,GRAND SICHUAN EASTERN NY INC,GRAND SICHUAN EASTERN NY INC,GRAND SICHUAN EASTERN NY INC,1329-23,1049 2ND AVE,Manhattan,10022,"1329-23 1049 2ND AVE , Manhattan, NY",06/24/2020,,,
613,5142,5180,sidewalk,The Smith,TS3 Hospitality LLC,The Smith,1900,Broadway,Manhattan,10023,"1900 Broadway, Manhattan, NY",06/24/2020,40.771518,-73.982151,Lincoln Square
614,5150,5188,roadway,Mexicoma,229 Restaurant Group LLC,Mexicoma,1633,2nd Avenue,Manhattan,10028,"1633 2nd Avenue, Manhattan, NY",06/24/2020,40.777004999999996,-73.95239000000001,Yorkville
615,5156,5194,roadway,SAN MATTEO PIZZERIA E CUCINA,Campania Felix llc,Campania Felix llc,1559,2nd Avenue,Manhattan,10028,"1559 2nd Avenue , Manhattan, NY",06/24/2020,40.774565,-73.954172,Yorkville
616,5157,5195,both,Radiance Tea,"Radiance Tea, Inc.",Radiance Tea House,208,E 50th Street,Manhattan,10022,"208 E 50th Street, Manhattan, NY",06/24/2020,40.755621000000005,-73.970301,Turtle Bay-East Midtown
617,5164,5202,both,Brandy Library,"Brandy Library Lounge, LLC","Brandy Library Lounge, LLC",25,N Moore Street,Manhattan,10013,"25 N Moore Street, Manhattan, NY",06/24/2020,40.719846999999994,-74.007403,SoHo-TriBeCa-Civic Center-Little Italy
618,5171,5209,both,New York Luncheonette,TomPete Food Corp.,TomPete Food Corp.,135 East,50th Street,Manhattan,10022,"135 East 50th Street, Manhattan, NY",06/25/2020,40.756329,-73.97194,Turtle Bay-East Midtown
619,5177,5215,both,J.G. Melon,"1291Pub, Inc.",J.G. Melon.,1291,74th & 3rd Avenue,Manhattan,10021,"1291  74th & 3rd Avenue, Manhattan, NY",06/25/2020,,,
620,5189,5227,sidewalk,TAO,ASIA FIVE EIGHT LLC,TAO,42,East 58th Street,Manhattan,10022,"42 East 58th Street, Manhattan, NY",06/25/2020,40.762793,-73.971486,Midtown-Midtown South
621,5197,5235,both,Randolph Beer,343 Broome Street Restaurant Inc.,Randolph Beer,343,Broome Street,Manhattan,10013,"343 Broome Street, Manhattan, NY",06/25/2020,40.719657,-73.99476899999999,SoHo-TriBeCa-Civic Center-Little Italy
622,5199,5237,both,Garret Nolita,"Cherry Lane, Inc.",Garret East,349,Broome Street,Manhattan,10013,"349 Broome Street, Manhattan, NY",06/25/2020,40.719753000000004,-73.994996,SoHo-TriBeCa-Civic Center-Little Italy
623,5218,5256,both,Bluestone Lane,BL 417 Amsterdam NY LLC,Bluestone Lane,417,Amsterdam Avenue,Manhattan,10024,"417 Amsterdam Avenue, Manhattan, NY",06/25/2020,40.783722999999995,-73.97789,Upper West Side
624,5219,5257,roadway,Gigino Trattoria,Gigino Inc,Gigino Inc,323,Greenwich St.,Manhattan,10013,"323 Greenwich St., Manhattan, NY",06/25/2020,40.717387,-74.010703,SoHo-TriBeCa-Civic Center-Little Italy
625,5220,5258,roadway,Numero 28,1431 first ave corp,Numero 28,1431,1st avenue,Manhattan,10021,"1431 1st avenue , Manhattan, NY",06/25/2020,40.769537,-73.954746,Lenox Hill-Roosevelt Island
626,5240,5278,both,Casa Bocado,Bowery Restaurant Group LLC,Casa Bocado | Escondido,341,Broome,Manhattan,10013,"341 Broome, Manhattan, NY",06/25/2020,,,
627,5250,5288,sidewalk,BAGELS & CO,AMSTERDAM AVE BAGELS INC,BAGELS & CO,172,W 79 ST,Manhattan,10024,"172 W 79 ST, Manhattan, NY",06/25/2020,40.782738,-73.977378,Upper West Side
628,5262,5300,both,THE ORIGINAL VINCENT'S,THE ORIGINAL VINCENT'S ESTABLISHED 1904 INC,THE ORIGINAL VINCENT'S,119,MOTT ST,Manhattan,10013,"119  MOTT ST, Manhattan, NY",06/25/2020,40.717714,-73.997215,SoHo-TriBeCa-Civic Center-Little Italy
629,5270,5308,sidewalk,THE ORIGINAL VINCENT'S,THE ORIGINAL VINCENT'S ESTABLISHED 1904,THE ORIGINAL VINCENT'S,119,MOTT ST,Manhattan,10013,"119 MOTT ST, Manhattan, NY",06/25/2020,40.717714,-73.997215,SoHo-TriBeCa-Civic Center-Little Italy
630,5275,5313,roadway,Petrarca,Bancone LLC,Petrarca,34,White Street,Manhattan,10013,"34 White Street, Manhattan, NY",06/25/2020,40.718752,-74.0046,SoHo-TriBeCa-Civic Center-Little Italy
631,5286,5324,sidewalk,Bedford Falls,Chessa LLC,Chessa LLC,206,East 67th street,Manhattan,10065,"206  East 67th street, Manhattan, NY",06/25/2020,40.76637,-73.962502,Lenox Hill-Roosevelt Island
632,5296,5334,sidewalk,Alachi Masala,Bismillah USA Inc,Alachi Masala,488 Amste,Between 83&84 st,Manhattan,10024,"488 Amste Between 83&84 st, Manhattan, NY",06/25/2020,,,
633,5306,5344,both,Little Ways,"B&G Hospitality, LLC","B&G Hospitality, LLC",343,West Broadway,Manhattan,10013,"343 West Broadway, Manhattan, NY",06/25/2020,40.722693,-74.00349200000001,SoHo-TriBeCa-Civic Center-Little Italy
634,5308,5346,both,Matsu sushi,J&J Asian Bistro Inc,Matsu sushi,411,E 70 street,Manhattan,10021,"411 E 70 street, Manhattan, NY",06/25/2020,40.766290999999995,-73.956452,Lenox Hill-Roosevelt Island
635,5323,5362,sidewalk,PlantShed Cafe,PlantShed 87 Corp,Oaxaca Hells Kitchen,555,Columbus Avenue,Manhattan,10024,"555 Columbus Avenue, Manhattan, NY",06/25/2020,40.786999,-73.97179,Upper West Side
636,5332,5371,roadway,Milk & Cream Cereal Bar,"Milk & Cream Bar, Inc.","Milk & Cream Bar, Inc.",159,Mott,Manhattan,10013,"159 Mott, Manhattan, NY",06/25/2020,,,
637,5348,5387,both,sip sak,sip sak,sipsak inc,928,2nd ave,Manhattan,10022,"928 2nd ave , Manhattan, NY",06/25/2020,40.754437,-73.968829,Turtle Bay-East Midtown
638,5349,5388,both,Majorelle,"Posts House Investors, L.P.",Majorelle,28,East 63,Manhattan,10065,"28 East 63, Manhattan, NY",06/25/2020,,,
639,5371,5410,both,Luke's Lobster,Luke's Lobster II LLC,Luke's Lobster II LLC,242,E 81st St,Manhattan,10028,"242  E 81st St, Manhattan, NY",06/25/2020,40.77517,-73.955331,Yorkville
640,5372,5411,both,Paesanos Restaurant,Paesanos Rest Corp,Paesanos Rest Corp,136,Mulberry Street,Manhattan,10013,"136 Mulberry Street, Manhattan, NY",06/25/2020,40.718527,-73.997695,SoHo-TriBeCa-Civic Center-Little Italy
641,5384,5423,roadway,Seamore's,390 Broom Restaurant LLC,Seamore's,390,Broome  Street,Manhattan,10013,"390 Broome  Street, Manhattan, NY",06/25/2020,40.720544,-73.99690799999999,SoHo-TriBeCa-Civic Center-Little Italy
642,5391,5430,both,THEP Thai Restaurant,TUMMA KHAKUEN INC,THEP Thai Restaurant,1439,SECOND AVENUE,Manhattan,10021,"1439  SECOND AVENUE, Manhattan, NY",06/25/2020,40.770663,-73.95702,Lenox Hill-Roosevelt Island
643,5408,5448,sidewalk,BLACK BURGER,386 united inc,BLACK BURGER,386,CANAL ST,Manhattan,10013,"386  CANAL ST, Manhattan, NY",06/25/2020,40.721406,-74.004733,SoHo-TriBeCa-Civic Center-Little Italy
644,5412,5452,both,Luke's Lobster,Luke's Lobster III LLC,Luke's Lobster III LLC,426,Amsterdam AVe,Manhattan,10024,"426 Amsterdam AVe, Manhattan, NY",06/25/2020,40.784127000000005,-73.977623,Upper West Side
645,5413,5453,sidewalk,POKE BOWL,POKE HOUSE INC,POKE BOWL,386,CANAL ST,Manhattan,10013,"386 CANAL ST, Manhattan, NY",06/25/2020,40.721406,-74.004733,SoHo-TriBeCa-Civic Center-Little Italy
646,5417,5457,sidewalk,BLACK BURGER,386 UNITED INC,BLACK BURGER,386,CANAL ST,Manhattan,10013,"386 CANAL ST, Manhattan, NY",06/25/2020,40.721406,-74.004733,SoHo-TriBeCa-Civic Center-Little Italy
647,5428,5468,both,JUNGSIK,DBA JUNG SIK DANG CORP,DBA JUNG SIK DANG CORP,2,HARRISON STREET,Manhattan,10013,"2 HARRISON STREET, Manhattan, NY",06/25/2020,40.718658000000005,-74.008896,SoHo-TriBeCa-Civic Center-Little Italy
648,5443,5483,sidewalk,China Moon Restaurant,Red Carrots Restaurants Inc.,China Moon,7,East 47th Street,Manhattan,10017,"7  East 47th Street, Manhattan, NY",06/25/2020,40.756443,-73.97804000000001,Midtown-Midtown South
649,5448,5488,both,Bombay grill house,Option Corp,Option Corp,764,9th Avenue,Manhattan,10013,"764 9th Avenue , Manhattan, NY",06/25/2020,40.764251,-73.98838,Clinton
650,5449,5489,both,ASHFORD & SIMPSON'S SUGAR BAR,SUGAR BAR INC.,SUGAR BAR INC.,254,WEST 72 STREET,Manhattan,10023,"254  WEST 72 STREET, Manhattan, NY",06/25/2020,40.77933,-73.983358,Lincoln Square
651,5459,5499,both,Bustan NYC,Hey Mambo LLC,Bustan NYC,487,Amsterdam Ave,Manhattan,10024,"487 Amsterdam Ave, Manhattan, NY",06/25/2020,40.785973999999996,-73.976253,Upper West Side
652,5464,5504,both,Onieal's Grand Street,174 Grand Street Corp,Onieal's Grand Street,174,Grand Street,Manhattan,10013,"174 Grand Street, Manhattan, NY",06/25/2020,40.71955,-73.99794,SoHo-TriBeCa-Civic Center-Little Italy
653,5466,5506,sidewalk,Fields Good Chicken,"FGC 599 Lexington, LLC","FGC 599 Lexington, LLC",599,Lexington Avenue,Manhattan,10022,"599 Lexington Avenue, Manhattan, NY",06/25/2020,40.758275,-73.971055,Turtle Bay-East Midtown
654,5469,5509,sidewalk,City Hops,Misohoppy,City Hops,1145,Second ave,Manhattan,10065,"1145 Second ave, Manhattan, NY",06/25/2020,40.761388000000004,-73.96378299999999,Lenox Hill-Roosevelt Island
655,5474,5514,both,Benares restaurant,Beneras fine cuisine,Beneras Indian restaurant,45,Murray street,Manhattan,10007,"45 Murray street , Manhattan, NY",06/25/2020,40.714055,-74.00938199999999,SoHo-TriBeCa-Civic Center-Little Italy
656,5493,5533,sidewalk,WICHCRAFT,"WICHCRAFT 325 BROADWAY, LLC",WICHCRAFT,325,BROADWAY,Manhattan,10007,"325 BROADWAY, Manhattan, NY",06/25/2020,40.715999,-74.004787,SoHo-TriBeCa-Civic Center-Little Italy
657,5497,5537,both,Takeshi Sushi,Takeshi Sushi LLC,Kintsugi,28,Grand Street,Manhattan,10013,"28 Grand Street, Manhattan, NY",06/25/2020,40.722840999999995,-74.004719,SoHo-TriBeCa-Civic Center-Little Italy
658,5511,5551,sidewalk,The Blasket,Ariana rest corp,The blasket,1085,2nd ave,Manhattan,10022,"1085 2nd ave, Manhattan, NY",06/25/2020,40.759509,-73.965159,Turtle Bay-East Midtown
659,5573,5613,both,Dark Bullet,DARK BULLET CORP.,DARK BULLET CORP.,154,W 72nd Street,Manhattan,10023,"154 W 72nd Street, Manhattan, NY",06/26/2020,40.778127000000005,-73.980513,Lincoln Square
660,5574,5614,both,Zurutto,ZURUTTO RAMEN INC,ZURUTTO RAMEN INC,142,W 72nd Street,Manhattan,10023,"142 W 72nd Street, Manhattan, NY",06/26/2020,40.778034000000005,-73.980289,Lincoln Square
661,5581,5621,both,JG Melon,Two Melons LLC,JG Melon,480,Amsterdam Avenue,Manhattan,10024,"480 Amsterdam Avenue, Manhattan, NY",06/26/2020,40.785834,-73.97638,Upper West Side
662,5591,5631,sidewalk,August Gatherings Corp.,August Gatherings Corp.,August Gatherings Corp.,266,Canal Street,Manhattan,10013,"266 Canal Street, Manhattan, NY",06/26/2020,40.718793,-74.001053,SoHo-TriBeCa-Civic Center-Little Italy
663,5592,5632,both,48th Restaurant Associates LLC,48th Restaurant Associates LLC,Avra Estiatorio,145,East 48 Street,Manhattan,10017,"145 East 48 Street, Manhattan, NY",06/26/2020,40.755041999999996,-73.972774,Turtle Bay-East Midtown
