,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
983,8805,8862,both,Ajisai Japanese Fusion,YAO YAO SUSHI INC,YAO YAO SUSHI INC,795,Lexington Ave,Manhattan,10065,"795 Lexington Ave , Manhattan, NY",07/18/2020,40.763861999999996,-73.96698,Upper East Side-Carnegie Hill
984,8823,8880,both,Sushi Seki,New Life Sushi INC,New Life Sushi INC,1143,First Avenue,Manhattan,10065,"1143 First Avenue, Manhattan, NY",07/18/2020,40.761824,-73.96036099999999,Lenox Hill-Roosevelt Island
985,8830,8887,both,Deluxe Green Bo,Deluxe Green Bo Inc.,Deluxe Green Bo Inc.,66,Bayard Street,Manhattan,10013,"66  Bayard Street , Manhattan, NY",07/19/2020,40.715513,-73.998131,Chinatown
986,8840,8897,both,Angeletto Restaurant,Angeletto 2nd Ave Inc,Angeletto Restaurant,890,2nd Ave,Manhattan,10017,"890 2nd Ave, Manhattan, NY",07/19/2020,40.753252,-73.969689,Turtle Bay-East Midtown
987,8854,8911,roadway,XO Restaurant Inc.,XO Restaurant Inc.,XO Restaurant Inc.,148,Hester Street,Manhattan,10013,"148 Hester Street, Manhattan, NY",07/19/2020,40.717496999999995,-73.996075,SoHo-TriBeCa-Civic Center-Little Italy
988,8855,8912,roadway,XO Taste Inc.,XO Taste Inc.,XO Taste Inc.,41,Elizabeth Street,Manhattan,10013,"41 Elizabeth Street, Manhattan, NY",07/19/2020,40.716833,-73.996815,SoHo-TriBeCa-Civic Center-Little Italy
989,8868,8925,sidewalk,Barney Greengrass,"Barney Greengrass, Inc.","Barney Greengrass, Inc.",541,Amsterdam Avenue,Manhattan,10024,"541 Amsterdam Avenue, Manhattan, NY",07/19/2020,40.787831,-73.97489499999999,Upper West Side
990,8872,8929,sidewalk,La Bellezza Pizzeria,La Beleza Pizza INC,La Beleza Pizzeria,145,East 49St,Manhattan,10017,"145 East 49St, Manhattan, NY",07/20/2020,40.75564,-73.97225,Turtle Bay-East Midtown
991,8875,8932,roadway,Zucker's Bagels Columbus,Zucker's Bagels Columbus LLC,Zucker's Bagels Columbus LLC,273,columbus ave,Manhattan,10023,"273 columbus ave, Manhattan, NY",07/20/2020,40.777885,-73.978437,Lincoln Square
992,8876,8933,both,AVENA UES,KOGV LLC,KOGV LLC,22,East 66th,Manhattan,10065,"22 East 66th, Manhattan, NY",07/20/2020,,,
993,8883,8940,both,FERRARA BAKERY & CAFE,FERRARA BAKERY & CAFE INC,FERRARA FOODS & CONFECTIONS,197 -203,GRAND STREET,Manhattan,10013,"197 -203  GRAND STREET, Manhattan, NY",07/20/2020,40.71918,-73.996894,SoHo-TriBeCa-Civic Center-Little Italy
994,8888,8945,both,Maya,Tonali Inc.,Maya,1191,1st Avenue,Manhattan,10065,"1191  1st Avenue, Manhattan, NY",07/20/2020,40.763059000000005,-73.959479,Lenox Hill-Roosevelt Island
995,8908,8965,sidewalk,Williamsburg Pizza,"Williamsburg Pizza UES, LLC","Williamsburg Pizza UES, LLC",1617,2nd Ave,Manhattan,10028,"1617  2nd Ave, Manhattan, NY",07/20/2020,40.776469,-73.952784,Yorkville
996,8914,8971,sidewalk,Cafe Luka,"1317 Restaurant Co, LLC","1317 Restaurant Co, LLC",1317,First Avenue,Manhattan,10021,"1317 First Avenue, Manhattan, NY",07/20/2020,40.766940999999996,-73.956639,Lenox Hill-Roosevelt Island
997,8918,8975,both,Chola Indian Restaurant,KLMNNYC INC,KLMNNYC INC,1038610,232 E 58th Street,Manhattan,10022,"1038610 232 E 58th Street, Manhattan, NY",07/20/2020,,,
998,8934,8990,both,POKE HOUSE INC,POKE HOUSE INC,Poke Bowl,386,CANAL ST front 5,Manhattan,10013,"386 CANAL ST front 5, Manhattan, NY",07/20/2020,40.721406,-74.004733,SoHo-TriBeCa-Civic Center-Little Italy
999,8943,8999,sidewalk,Gregorys Coffee,485 Madison Coffee and Bakery LLC,485 Madison Coffee and Bakery LLC,485,Madison Ave,Manhattan,10022,"485 Madison Ave, Manhattan, NY",07/20/2020,40.758825,-73.974877,Midtown-Midtown South
1000,8952,9008,both,Gazala’s Restaurant,Gazala’s 1 Inc,Gazala’s 1 Inc,447,Amsterdam Avenue,Manhattan,10024,"447 Amsterdam Avenue, Manhattan, NY",07/20/2020,40.784721999999995,-73.97716700000001,Upper West Side
1001,8970,9026,both,1621 RESTAURANT INC,ELIO'S RESTAURANT INC,ELIO'S RESTAURANT INC,1621,2nd Avenue,Manhattan,10028,"1621  2nd Avenue, Manhattan, NY",07/21/2020,40.776711,-73.952607,Yorkville
1002,8973,9029,both,Forlini's Restaurant,"Forlini's Restaurant, Inc.","Forlini's Restaurant, Inc.",91-93,Baxter Street,Manhattan,10013,"91-93 Baxter Street, Manhattan, NY",07/21/2020,40.716965,-73.999661,Chinatown
1003,8980,9036,sidewalk,Delissimo Deli,Delissimo Deli Corp,Delissimo Deli Corp,39 East,60th Street,Manhattan,10022,"39 East  60th Street, Manhattan, NY",07/21/2020,40.764064000000005,-73.970572,Upper East Side-Carnegie Hill
1004,8986,9042,sidewalk,Canaletto Restaurant,Vetva Restuarant Corp,Canaletto Restaurant,208,60th Street,Manhattan,10022,"208 60th Street, Manhattan, NY",07/21/2020,,,
1005,8989,9045,roadway,McDonalds,Colley group,Mcdonalds,14 east,47 street,Manhattan,10017,"14 east 47 street, Manhattan, NY",07/21/2020,40.756289,-73.977719,Midtown-Midtown South
1006,8995,9051,both,THE SHADMOOR,SHADMOOR LLC,THE SHADMOOR,303 E,56th st,Manhattan,10022,"303 E  56th st, Manhattan, NY",07/21/2020,40.758477,-73.96538699999999,Turtle Bay-East Midtown
1007,9002,9058,sidewalk,Pa Pa Thai,Loog Por Pech Corp,Loog Por Pech Corp,1069,1st Ave,Manhattan,10022,"1069 1st Ave, Manhattan, NY",07/21/2020,40.759192,-73.96229,Turtle Bay-East Midtown
1008,9004,9060,both,Westville,"Layla Tov, Inc",Westville Hudson,333,Hudson Street,Manhattan,10013,"333  Hudson Street, Manhattan, NY",07/21/2020,40.72703,-74.007378,SoHo-TriBeCa-Civic Center-Little Italy
1009,9005,9061,sidewalk,MIFUNE,Tokyo Restaurants Factory NY,MIFUNE New York,245,E 44th Street,Manhattan,10017,"245 E 44th Street, Manhattan, NY",07/21/2020,40.751633,-73.97245799999999,Turtle Bay-East Midtown
1010,9006,9062,both,Cilantro,Cilantrowest LLc,Cilantro,485,Columbus Ave,Manhattan,10024,"485 Columbus Ave, Manhattan, NY",07/21/2020,40.784776,-73.973412,Upper West Side
1011,9010,9066,roadway,Bellini Italian Restaurant,Michel Ge Inc,Michel Ge Inc,483,Columbus,Manhattan,10024,"483  Columbus, Manhattan, NY",07/21/2020,,,
1012,9014,9070,both,Club Macanudo,Club Macanudo,Club Macanudo,26 East,63rd street,Manhattan,10065,"26 East  63rd street, Manhattan, NY",07/21/2020,40.76599,-73.969365,Upper East Side-Carnegie Hill
1013,9034,9845,both,Batard,DBA Corton LLC,DBA Corton LLC,239,239 West Broadway,Manhattan,10013,"239 239 West Broadway, Manhattan, NY",08/05/2020,,,
1014,9049,9104,both,Palm Too,Palm Too,Palm Too,840,Second ave,Manhattan,10017,"840 Second ave , Manhattan, NY",07/22/2020,40.751560999999995,-73.970928,Turtle Bay-East Midtown
1015,9050,9105,sidewalk,Yin Ji Chang Fen,Yin Ji Chang Fen Inc,Yin Ji Chang Fen Inc,91,Bayard street,Manhattan,10013,"91 Bayard street, Manhattan, NY",07/22/2020,40.71587,-73.999199,Chinatown
1016,9077,9133,both,PlantShed Cafe,PlantShed 87 Corp,Oaxaca Hells Kitchen,555,Columbus Avenue,Manhattan,10024,"555 Columbus Avenue, Manhattan, NY",07/22/2020,40.786999,-73.97179,Upper West Side
1017,9089,9145,both,BLT Steak,BLT Steak LLC,BLT Steak,106,East 57th Street,Manhattan,10022,"106 East 57th Street, Manhattan, NY",07/22/2020,40.761379,-73.97023,Turtle Bay-East Midtown
1018,9091,9147,sidewalk,Starbucks Corporation,Starbucks #7575,Starbucks #7575,685,Third Ave,Manhattan,10017,"685 Third Ave, Manhattan, NY",07/22/2020,40.751616999999996,-73.97381899999999,Turtle Bay-East Midtown
1019,9097,9153,both,BLT Prime,BLT Prime Lexington LLC,BLT Prime Lexington,1032,Lexington Avenue,Manhattan,10021,"1032 Lexington Avenue, Manhattan, NY",07/22/2020,40.77156,-73.961388,Upper East Side-Carnegie Hill
1020,9101,9157,both,Black Tap,Broome Street Food and Drink LLC,Black Tap,529,Broome Street,Manhattan,10013,"529 Broome Street, Manhattan, NY",07/22/2020,40.723925,-74.004145,SoHo-TriBeCa-Civic Center-Little Italy
1021,9104,9160,roadway,Murphys Law,417 70th Pub Inc,Murphys Law,417,70th  Street,Manhattan,10021,"417 70th  Street, Manhattan, NY",07/22/2020,,,
1022,9115,9171,both,La Pecora Bianca,LPB2 LLC,La Pecora Bianca,950,2nd Ave,Manhattan,10022,"950  2nd Ave, Manhattan, NY",07/22/2020,40.755112,-73.968338,Turtle Bay-East Midtown
1023,9116,9172,sidewalk,YAMA,K.T. Corporation USA,YAMA,308,East 49th Street,Manhattan,10017,"308 East 49th Street, Manhattan, NY",07/22/2020,40.754034000000004,-73.96849399999999,Turtle Bay-East Midtown
1024,9152,9208,sidewalk,Tribeca Grill,Home Boy Restaurant Inc,Home Boy Restaurant Inc,375,Greenwich St,Manhattan,10013,"375 Greenwich St, Manhattan, NY",07/23/2020,40.719704,-74.010242,SoHo-TriBeCa-Civic Center-Little Italy
1025,9153,9209,both,The Chai Spot,The Chai Spot Inc.,The Chai Spot Inc.,156,Mott St,Manhattan,10013,"156 Mott St, Manhattan, NY",07/23/2020,40.719479,-73.996299,SoHo-TriBeCa-Civic Center-Little Italy
1026,9156,9212,both,Sushi Azabu,Plan Do See,Sushi Azabu,428,greenwich st,Manhattan,10013,"428 greenwich st, Manhattan, NY",07/23/2020,40.722377,-74.009737,SoHo-TriBeCa-Civic Center-Little Italy
1027,9160,9216,sidewalk,Pqr,Roma Salerno corp,Roma Salerno corp,1631,2nd Avenue,Manhattan,10028,"1631 2nd Avenue , Manhattan, NY",07/23/2020,40.776955,-73.952426,Yorkville
1028,9175,9231,sidewalk,Overlook,44th street nyc inc,Overlook,225,east 44th street,Manhattan,10017,"225  east 44th street, Manhattan, NY",07/23/2020,40.751768,-73.972779,Turtle Bay-East Midtown
1029,9178,9234,roadway,Sel et Poivre,Ottakring Inc.,Sel et Poivre Restaurant,853,Lexington,Manhattan,10065,"853 Lexington, Manhattan, NY",07/23/2020,,,
1030,9186,9242,roadway,Sant Ambroeus,1000 Madison LLC,Sant Ambroeus,1000,Madison Avenue,Manhattan,10021,"1000 Madison Avenue, Manhattan, NY",07/23/2020,40.775323,-73.962866,Upper East Side-Carnegie Hill
1031,9203,9259,both,5 Napkin Burger,Rossini LLC,5 Napkin Burger,1325,2nd Avenue,Manhattan,10021,"1325 2nd Avenue, Manhattan, NY",07/24/2020,40.767343,-73.95944399999999,Lenox Hill-Roosevelt Island
1032,9223,9279,both,SAB Restaurant Corp,SAB Restaurant Corp,Comfort Diner,214,E 45th Street,Manhattan,10017,"214 E 45th Street, Manhattan, NY",07/24/2020,40.752448,-73.97249000000001,Turtle Bay-East Midtown
1033,9240,9296,roadway,matsu sushi,purple sushi,purple sushi,483,columbus ave,Manhattan,10024,"483 columbus ave, Manhattan, NY",07/24/2020,40.784727000000004,-73.973444,Upper West Side
1034,9255,9311,both,SPRING CAFE,HUA QIN BUDDHA FOOD INC,SPRING CAFE,153D,CENTRE STREET,Manhattan,10013,"153D CENTRE STREET, Manhattan, NY",07/24/2020,40.717777000000005,-74.000162,SoHo-TriBeCa-Civic Center-Little Italy
1035,9295,9352,both,Lilliandloo,792 Restaurant Food Corp,792 Restaurant Food Corp,792,Lexington Ave,Manhattan,10065,"792  Lexington Ave, Manhattan, NY",07/26/2020,40.763775,-73.96706999999999,Upper East Side-Carnegie Hill
1036,9303,9360,both,The Hunterian,Calderwood LLC,The Hunterian,413,E 70th Street,Manhattan,10021,"413  E 70th Street, Manhattan, NY",07/26/2020,40.766277,-73.95642,Lenox Hill-Roosevelt Island
1037,9307,9364,both,Blue Bottle Coffee,"Blue Bottle Coffee, Inc.","Blue Bottle Coffee, Inc.",279,Amsterdam Avenue,Manhattan,10023,"279 Amsterdam Avenue, Manhattan, NY",07/26/2020,40.779382,-73.981054,Lincoln Square
1038,9317,9374,roadway,Barney Greengrass,"Barney Greengrass, Inc.","Barney Greengrass, Inc.",541,Amsterdam Ave,Manhattan,10024,"541 Amsterdam Ave, Manhattan, NY",07/26/2020,40.787831,-73.97489499999999,Upper West Side
1039,9324,9381,roadway,Joe Coffee Company,JAGR Three LLC,JAGR Three LLC,514,Columbus Avenue,Manhattan,10024,"514 Columbus Avenue, Manhattan, NY",07/27/2020,40.785616,-73.97282299999999,Upper West Side
1040,9355,9412,sidewalk,Mimi Cheng's,Joyful Eats Two LLC,Mimi Cheng's,380,broome st,Manhattan,10013,"380 broome st, Manhattan, NY",07/27/2020,40.720352,-73.996429,SoHo-TriBeCa-Civic Center-Little Italy
1041,9361,9418,both,Peking Duck House,Peking Duck House LLC,Peking Duck House LLC,28,Mott Street,Manhattan,10013,"28 Mott Street, Manhattan, NY",07/27/2020,40.714634000000004,-73.998802,Chinatown
1042,9363,9420,both,St. James Gate,JPS Ventures inc,ST. JAMES GATE,441,441 AMSTERDAM AVE,Manhattan,10024,"441 441 AMSTERDAM AVE, Manhattan, NY",07/27/2020,,,
1043,9373,9430,roadway,Peking Duck House,Peking Duck House LLC,Peking Duck House LLC,30,MOTT Street,Manhattan,10013,"30 MOTT Street, Manhattan, NY",07/27/2020,40.714692,-73.998813,Chinatown
1044,9392,9449,sidewalk,Dill & Parsley,Rosemary Cafe LLC,Rosemary Cafe LLC,829,Third Avenue,Manhattan,10022,"829 Third Avenue, Manhattan, NY",07/28/2020,40.756178000000006,-73.970496,Turtle Bay-East Midtown
1045,9398,9455,sidewalk,The Pony Bar,1444 Blue Line Corp.,The Pony Bar,1444,1444 1st Ave,Manhattan,10021,"1444 1444 1st Ave, Manhattan, NY",07/28/2020,,,
1046,9400,9457,both,Mama Eatery Inc,Mama Eatery Inc,Mama Eatery Inc,46,Mulberry Street,Manhattan,10013,"46 Mulberry Street, Manhattan, NY",07/28/2020,40.715002,-73.999628,Chinatown
1047,9412,9469,sidewalk,Nobu Downtown,"Nobu 195, LLC",Nobu Downtown,195,Broadway,Manhattan,10007,"195 Broadway, Manhattan, NY",07/28/2020,40.710536,-74.009378,Battery Park City-Lower Manhattan
1048,9414,9471,both,Sichuan hotpot cuisine,Sichuan hotpot cuisine inc,Sichuan hotpot cuisine inc,40,Mott street,Manhattan,10013,"40 Mott street, Manhattan, NY",07/28/2020,40.715087,-73.998802,Chinatown
1049,9415,9472,sidewalk,Gregorys Coffee,551 Coffee and Bakery LLC,551 Coffee and Bakery LLC,551,Madison Ave,Manhattan,10022,"551 Madison Ave, Manhattan, NY",07/28/2020,40.761081,-73.97323,Midtown-Midtown South
1050,9429,9486,both,Miss Madeleine,La Mulatresse Corporation,Miss Madeleine,400 East,82nd street,Manhattan,10028,"400 East  82nd street, Manhattan, NY",07/28/2020,40.774144,-73.95093,Yorkville
1051,9461,9518,both,Girello,Reba Realty Corp,Reba Realty Corp,16,N Moore Street,Manhattan,10013,"16  N Moore Street, Manhattan, NY",07/29/2020,40.719797,-74.007074,SoHo-TriBeCa-Civic Center-Little Italy
1052,9470,9527,both,Bodega 88,bogeda 88 LLC,bogeda 88,573,colombus avenue,Manhattan,10024,"573 colombus avenue , Manhattan, NY",07/29/2020,,,
1053,9474,9531,both,Sukhumvit51,Sukhumvit51,Sukhumvit51,224,51 Street,Manhattan,10022,"224  51 Street, Manhattan, NY",07/29/2020,,,
1054,9476,9533,both,FAMOUS SICHUAN,FAMOUS SICHUAN NEW YORK INC,FAMOUS SICHUAN NEW YORK INC,10,PELL STREET,Manhattan,10013,"10 PELL STREET, Manhattan, NY",07/29/2020,40.714736,-73.997598,Chinatown
1055,9488,9545,sidewalk,721 Gourmet Farm inc,gourmet 45,gourmet 45,721 3Ave,721 3rd ave,Manhattan,10017,"721 3Ave 721 3rd ave, Manhattan, NY",07/30/2020,,,
1056,9522,9579,sidewalk,Nishida Shoten,Ramen USA Inc,Nishida Shoten,302,E 49th street,Manhattan,10017,"302  E 49th street, Manhattan, NY",07/30/2020,40.754078,-73.968595,Turtle Bay-East Midtown
1057,9526,9583,both,Aunt Jake's,1555 OPERATING GROUP LLC,1555 OPERATING GROUP LLC,1555,2ND AVENUE,Manhattan,10028,"1555 2ND AVENUE, Manhattan, NY",07/30/2020,40.774466,-73.95424399999999,Yorkville
1058,9537,9594,roadway,Sant Ambroeus,Realtek LLC,Sant Ambroeus,259,West 4th Street,Manhattan,10022,"259 West 4th Street, Manhattan, NY",07/30/2020,40.735294,-74.003258,West Village
1059,9539,9596,sidewalk,Itatoko,Kojun Inc,Kojun Inc,1586,1st ave,Manhattan,10028,"1586 1st ave, Manhattan, NY",07/30/2020,40.774583,-73.951038,Yorkville
1060,9541,9598,roadway,Paisley Restaurant,"Paisley Restaurant, LLC",Paisley Restaurant,429,Greenwich St.,Manhattan,10013,"429  Greenwich St., Manhattan, NY",07/30/2020,40.722221000000005,-74.009741,SoHo-TriBeCa-Civic Center-Little Italy
1061,9554,9610,both,Frenchette,White Walker LLC,Frenchette,241,West Broadway,Manhattan,10013,"241 West Broadway, Manhattan, NY",07/31/2020,40.719745,-74.005887,SoHo-TriBeCa-Civic Center-Little Italy
1062,9571,9627,both,Caffe Roma,Eli-Lilla Inc,Eli-Lilla Inc,383-385,Broome Street,Manhattan,10013,"383-385 Broome Street, Manhattan, NY",07/31/2020,40.720418,-73.996641,SoHo-TriBeCa-Civic Center-Little Italy
1063,9572,9629,sidewalk,McDonald's,Canal Street Food Corp,McDonald's,262,Canal Street,Manhattan,10013,"262 Canal Street, Manhattan, NY",07/31/2020,40.718709999999994,-74.000938,SoHo-TriBeCa-Civic Center-Little Italy
1064,9580,9637,sidewalk,Mille-feuille Bakery,Mille-feuille Bakery Broadway LLC,Mille-feuille Bakery Broadway LLC,2175,Broadway,Manhattan,10024,"2175 Broadway , Manhattan, NY",07/31/2020,40.782253000000004,-73.980898,Upper West Side
1065,9582,9639,both,Zawa Japanese,Zawa Japanese LLC,Zawa Japanese LLC,354,east 66th street,Manhattan,10065,"354 east 66th street, Manhattan, NY",07/31/2020,40.764447,-73.959886,Lenox Hill-Roosevelt Island
1066,9585,9642,sidewalk,McDonald's,CDAS Food Corp,McDonald's,966,3rd Avenue,Manhattan,10022,"966 3rd Avenue, Manhattan, NY",07/31/2020,40.760764,-73.967104,Turtle Bay-East Midtown
1067,9591,9648,roadway,MANGOMANGO DESSERT,MANGO CHINATOWN INC,MANGO CHINATOWN INC,63A,BAYARD ST,Manhattan,10013,"63A BAYARD ST, Manhattan, NY",07/31/2020,40.715455,-73.99802,Chinatown
1068,9595,9652,roadway,Despana Fine Foods & Tapas Cafe,86-17 Northern Blvd. Corp.,Despana,408,Broome Street,Manhattan,10013,"408 Broome Street, Manhattan, NY",07/31/2020,40.720917,-73.997825,SoHo-TriBeCa-Civic Center-Little Italy
1069,9596,9653,roadway,Shanghai Heping Restaurant,Shanghai Heping Restaurant Inc.,Shanghai Heping Restaurant Inc.,104,Mott St,Manhattan,10013,"104 Mott St, Manhattan, NY",07/31/2020,40.717423,-73.997374,SoHo-TriBeCa-Civic Center-Little Italy
1070,9606,9663,both,Anotheroom,Anotheroom inc,Anotheroom,249,Broadway,Manhattan,10013,"249 Broadway, Manhattan, NY",07/31/2020,40.712790000000005,-74.007438,SoHo-TriBeCa-Civic Center-Little Italy
1071,9609,9666,roadway,Ajisai Japanese Fusion,YAO YAO SUSHI INC,YAO YAO SUSHI INC,793,lexington ave,Manhattan,10065,"793  lexington ave, Manhattan, NY",07/31/2020,40.763813,-73.967016,Upper East Side-Carnegie Hill
1072,9614,9671,both,Jubilee,Jubilee First Avenue Corporation,Jubilee First Avenue Corporation,948950,1st avenue,Manhattan,10022,"948950 1st avenue, Manhattan, NY",08/01/2020,,,
1073,9622,9679,sidewalk,BarKogi,Golden Abacus Inc.,BarKogi,957,2nd Avenue,Manhattan,10022,"957 2nd Avenue, Manhattan, NY",08/01/2020,40.755316,-73.968215,Turtle Bay-East Midtown
1074,9630,9687,roadway,DTT FOOD INC,POPEYES,POPEYES,96-98,Walker St,Manhattan,10013,"96-98 Walker St, Manhattan, NY",08/01/2020,40.717893,-74.000877,SoHo-TriBeCa-Civic Center-Little Italy
1075,9654,9711,roadway,Sushi Sasabune New York,New creators inc,Sushi Sasabune New York,401,East 73 rd street,Manhattan,10021,"401 East 73 rd street, Manhattan, NY",08/02/2020,,,
1076,9655,9712,both,Sushi Jin,Sushi Jin Inc,Sushi Jin Inc,316E,84 St,Manhattan,10028,"316E 84 St, Manhattan, NY",08/02/2020,40.776291,-73.952084,Yorkville
1077,9676,9732,both,Num Pang Sandwich Shop,32 for 16 Hospitality LLC,Num Pang Kitchen,1129,Broadway,Manhattan,10017,"1129 Broadway, Manhattan, NY",08/03/2020,40.743415,-73.989094,Hudson Yards-Chelsea-Flatiron-Union Square
1078,9681,9737,roadway,alimama tea,alimama eat,alimama tea,89,bayard st,Manhattan,10013,"89  bayard st, Manhattan, NY",08/03/2020,40.715839,-73.999116,Chinatown
1079,9700,9756,sidewalk,Fresco on the Go,Starjem LLC,Fresco on the Go,40,East 52nd Street,Manhattan,10022,"40 East 52nd Street , Manhattan, NY",08/03/2020,40.758814,-73.973989,Midtown-Midtown South
1080,9701,9757,sidewalk,Fresco by Scotto,Starjem Restaurant Corp,Fresco by Scotto,34,East 52nd Street,Manhattan,10022,"34 East 52nd Street, Manhattan, NY",08/03/2020,40.758953999999996,-73.974325,Midtown-Midtown South
1081,9707,9763,sidewalk,Fabio Cucina Italiana,MARC/SHARIFF RESTURANT INC,Fabio Cucina Italiana,214 East,52nd,Manhattan,10022,"214 East  52nd, Manhattan, NY",08/03/2020,,,
1082,9708,9764,both,Legend Bar and Restaurant,Legend 72 LLC,Legend 72 LLC,127,West 72nd Street,Manhattan,10023,"127 West 72nd Street, Manhattan, NY",08/03/2020,40.777938,-73.980019,Lincoln Square
1083,9709,9765,both,Le Pain Quotidien,"APQ E65 NY, LLC",Le Pain Quotidien,861,Lexington Ave,Manhattan,10028,"861 Lexington Ave, Manhattan, NY",08/03/2020,40.765813,-73.96555699999999,Upper East Side-Carnegie Hill
1084,9725,9780,both,Le Pain Quotidien Madison,APQ 1131 Madison Ave NY LLC,Le Pain Quotidien,1131,Madison Ave,Manhattan,10028,"1131 Madison Ave, Manhattan, NY",08/04/2020,40.77981,-73.959563,Upper East Side-Carnegie Hill
1085,9731,9786,sidewalk,"A.S. Subway Inn, Inc","A.S. SUBWAY INN, Inc","A.S. SUBWAY INN, Inc",1140,2nd Avenue,Manhattan,10065,"1140 2nd Avenue, Manhattan, NY",08/04/2020,40.761325,-73.96380500000001,Lenox Hill-Roosevelt Island
1086,9739,9794,sidewalk,Reliable Food,"Reliable Food, Inc","Reliable Food, Inc",59,54th st,Manhattan,10022,"59 54th st, Manhattan, NY",08/04/2020,,,
1087,9790,9848,both,Batard,DBA Corton LLC,DBA Corton LLC,239,239 West Broadway,Manhattan,10013,"239 239 West Broadway, Manhattan, NY",08/05/2020,,,
1088,9808,9866,sidewalk,Wok 43rd Street LLC,Wok 43rd Street LLC,Wok to Walk,684,3rd Avenue,Manhattan,10017,"684 3rd Avenue, Manhattan, NY",08/05/2020,40.751658,-73.973815,Turtle Bay-East Midtown
1089,9811,9869,roadway,tre sorelle,61 reade pizza inc,tre sorelle,61,reade street,Manhattan,10007,"61 reade street , Manhattan, NY",08/05/2020,40.714939,-74.00648199999999,SoHo-TriBeCa-Civic Center-Little Italy
1090,9826,9884,both,Royal Seafood Cafe Inc,Royal Seafood Cafe Inc,Royal Seafood Cafe Inc,103-105,Mott Street,Manhattan,10013,"103-105 Mott Street, Manhattan, NY",08/06/2020,40.717319,-73.99746,SoHo-TriBeCa-Civic Center-Little Italy
