,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
131,1722,1754,sidewalk,Grape and Grain,620 EAST 6TH STREET RESTAURANT LLC,Grape and Grain,620,E 6th Street,Manhattan,10009,"620 E 6th Street, Manhattan, NY",06/19/2020,40.724067,-73.980641,Lower East Side
132,1725,1757,both,Ladybird,Derossi Mac LLC,Ladybird,111,"East 7th Street, Store West",Manhattan,10009,"111 East 7th Street, Store West, Manhattan, NY",06/19/2020,40.726576,-73.98476,East Village
133,1737,1769,both,ZioToto Restaurant,Ziototo of staten island corp.,Ziototo of staten island corp.,86,page avenue,Staten Island,10309,"86 page avenue, Staten Island, NY",06/19/2020,40.522065999999995,-74.235011,Charleston-Richmond Valley-Tottenville
134,1740,1772,both,Cafe Ole,Elimo Restaurant Corp,Elimo Restaurant Corp,38-09,36 Avenue,Queens,11101,"38-09 36 Avenue , Queens, NY",06/19/2020,40.753912,-73.92403,Astoria
135,1752,1784,both,La Boulangerie de Francois,"La Boulangerie de Francois, Corp.",La Boulangerie de Francois,10901,72nd Road,Queens,11375,"10901 72nd Road, Queens, NY",06/19/2020,40.719043,-73.841505,Forest Hills
136,1754,1786,both,Proletariat,Derossi Chelsea LLC,Proletariat,102,St Marks Place,Manhattan,10009,"102 St Marks Place, Manhattan, NY",06/19/2020,40.727375,-73.984796,East Village
137,1757,1789,both,Mito Asian Fusion,Mito Asian Fusion INC,Mito Asian Fusion,64-18,108 street,Queens,11375,"64-18 108 street, Queens, NY",06/19/2020,40.732517,-73.849397,Forest Hills
138,1773,1805,both,Desnuda,Warlord Enterprises LLC,Desnuda,122,East 7th Street,Manhattan,10009,"122 East 7th Street, Manhattan, NY",06/19/2020,40.726312,-73.984179,East Village
139,1789,1821,both,Aged steakhouse,Aliaged dining inc,Aliaged dining inc,107-02,70th road,Queens,11375,"107-02  70th road, Queens, NY",06/19/2020,40.720789,-73.845744,Forest Hills
140,1808,1840,both,Death & Co,Death & Co East Village LLC,Death & Co East Village LLC,433,East 6th St,Manhattan,10009,"433  East 6th St, Manhattan, NY",06/19/2020,40.726054,-73.985323,East Village
141,1820,1852,both,ESTRELLA DO NORTE RESTAURANTE INC,ESTRELLA DO NORTE RESTAURANTE INC,Beija-Flor,3802,29th Street,Queens,11101,"3802 29th Street, Queens, NY",06/19/2020,40.754431,-73.93372099999999,Queensbridge-Ravenswood-Long Island City
142,1852,1884,sidewalk,TabeTomo,AYS Noodle Company LLC,TabeTomo,131,Avenue A,Manhattan,10009,"131 Avenue A, Manhattan, NY",06/19/2020,40.726820000000004,-73.98299200000001,East Village
143,1854,1886,both,ESTRELLA DO NORTE RESTAURANTE INC,beija-flor,beija-flor,3802,29th street,Queens,11101,"3802 29th street, Queens, NY",06/19/2020,40.754431,-73.93372099999999,Queensbridge-Ravenswood-Long Island City
144,1868,1900,both,AUGUST LAURA,TABLE 20 LLC,AUGUST LAURA,94-96,AVENUE A,Manhattan,10009,"94-96 AVENUE A, Manhattan, NY",06/19/2020,40.725555,-73.983887,East Village
145,1877,1909,both,Raclette,La Vraie Raclette LLC,La Vraie Raclette LLC,511,East 12th Street,Manhattan,10009,"511 East 12th Street, Manhattan, NY",06/19/2020,40.728878,-73.980805,East Village
146,1879,1911,both,Queens Bully,R & S HOSPITALITY LLC,QUEENS BULLY,11330,QUEENS BOULEVARD,Queens,11375,"11330 QUEENS BOULEVARD, Queens, NY",06/19/2020,40.717517,-73.83552399999999,Forest Hills
147,1881,1913,sidewalk,The Inkan Restaurant,Aldaza corp,Aldaza corp,4502,23rd street,Queens,11101,"4502  23rd street, Queens, NY",06/19/2020,40.746776000000004,-73.945371,Hunters Point-Sunnyside-West Maspeth
148,1883,1915,sidewalk,Cafe Himalaya,Norsang Cafe inc,Cafe himalaya,78 East,1st street,Manhattan,10009,"78 East  1st street, Manhattan, NY",06/19/2020,40.723167,-73.988192,East Village
149,1919,1951,both,Latin Cabana,Chango ochun enterprises inc,Latin Cabana,34-15,Steinway Street,Queens,11101,"34-15  Steinway Street , Queens, NY",06/19/2020,40.756289,-73.92116899999999,Astoria
150,1920,1952,both,C&B,Coffee and Breakfast LLC,C&B,178,E 7th Street,Manhattan,10009,"178 E 7th Street, Manhattan, NY",06/19/2020,40.725269,-73.98169399999999,East Village
151,1921,1953,both,Massa’s Coal Fired Pizzeria & Bar,"Massas of LIC, LLC",Massas Coal Fired Pizzeria & Bar,42-12,28th street,Queens,11101,"42-12  28th street, Queens, NY",06/19/2020,40.749628,-73.939175,Hunters Point-Sunnyside-West Maspeth
152,1923,1955,both,10802 72nd rest llc,10802 72nd rest llc,Reef,10802,72nd ave,Queens,11375,"10802 72nd ave, Queens, NY",06/19/2020,40.719508000000005,-73.84250300000001,Forest Hills
153,1927,1959,roadway,Caravan of Dreams,"The House of Health, Healing and Happiness Inc.","The House of Health, Healing and Happiness Inc.",405,East 6th,Manhattan,10009,"405 East 6th, Manhattan, NY",06/19/2020,,,
154,1952,1984,sidewalk,BIN 141,ILLB inc,ILLB inc,43,Avenue A,Manhattan,10009,"43  Avenue A, Manhattan, NY",06/19/2020,40.723746000000006,-73.985226,East Village
155,1970,2002,sidewalk,inaka asian cuisine,inaka asian cuisine inc,inaka asian cuisine,597,vanderbilt ave,Brooklyn,11238,"597 vanderbilt ave, Brooklyn, NY",06/19/2020,40.679664,-73.968129,Prospect Heights
156,1976,2008,both,Frangos peri peri,Frango peri peri inc,Frango peri peri inc,182,Avenue b,Manhattan,10009,"182 Avenue b, Manhattan, NY",06/20/2020,40.727717,-73.979298,East Village
157,1993,2025,sidewalk,Takahachi,KTM 7 INC.,KTM 7 INC.,85,Avenue A,Manhattan,10009,"85 Avenue A , Manhattan, NY",06/20/2020,40.725173,-73.98419100000001,East Village
158,2033,2065,both,Virginia's,oyster city llc,Virginia's,647,East 11 Street,Manhattan,10009,"647 East 11 Street, Manhattan, NY",06/20/2020,40.72672,-73.977678,Lower East Side
159,2076,2108,both,Island Cz Cafe,Island Cz Cafe LLC,Island Cz Cafe LLC,743,Franklin Avenue,Brooklyn,11238,"743 Franklin Avenue, Brooklyn, NY",06/20/2020,40.673425,-73.956963,Crown Heights North
160,2090,2122,both,TabeTomo,AYS Noodle Company LLC,TabeTomo,131,Avenue A,Manhattan,10009,"131 Avenue A, Manhattan, NY",06/20/2020,40.726820000000004,-73.98299200000001,East Village
161,2102,2134,both,MANOR OKTOBERFEST FOREST HILLS,"MANOR OKTOBERFEST FOREST HILLS, INC.",MANOR OKTOBERFEST FOREST HILLS,7311,Yellowstone Blvd,Queens,11375,"7311 Yellowstone Blvd, Queens, NY",06/20/2020,40.717669,-73.85700899999999,Forest Hills
162,2105,2137,both,IZZY ROSE,224 GREENE AVE BAR LLC,IZZY ROSE,214,GREENE AVE,Brooklyn,11238,"214  GREENE AVE , Brooklyn, NY",06/20/2020,40.687055,-73.962785,Clinton Hill
163,2107,2139,sidewalk,Underhill,Underhill Cafe and Grill LLC,Underhill Cafe and Grill LLC,760,Dean Street,Brooklyn,11238,"760 Dean Street, Brooklyn, NY",06/20/2020,40.679548,-73.96491999999999,Prospect Heights
164,2109,2141,sidewalk,CLEMENTINE BAKERY,CLEMENTINE BAKERY LLC,CLEMENTINE BAKERY,395,CLASSON,Brooklyn,11238,"395  CLASSON , Brooklyn, NY",06/20/2020,,,
165,2112,2144,both,Page plaza diner,Page plaza restaurant inc,Page plaza diner,75,Page avenue,Staten Island,10309,"75 Page avenue , Staten Island, NY",06/20/2020,40.52233,-74.234962,Charleston-Richmond Valley-Tottenville
166,2161,2193,sidewalk,The Mac Shack,Got It Covered Inc,The Mac Shack,901,Fulton street,Brooklyn,11238,"901  Fulton street, Brooklyn, NY",06/20/2020,40.683578000000004,-73.967272,Clinton Hill
167,2175,2207,both,El Mero Mero Restaurant,El Mero Mero Inc,El Mero Mero Inc,35-57,38th street,Queens,11101,"35-57 38th street , Queens, NY",06/20/2020,40.754652,-73.923585,Astoria
168,2184,2216,sidewalk,Village Creperie,Victory’s flavor Corp,Victory’s flavor Corp,445,East 9th street,Manhattan,10009,"445  East 9th street, Manhattan, NY",06/20/2020,40.727405,-73.982978,East Village
169,2187,2219,both,bibi wine bar,"You're Almost There, inc.",bibi wine bar,211,East 4th St.,Manhattan,10009,"211 East 4th St., Manhattan, NY",06/20/2020,40.723757,-73.983621,East Village
170,2199,2231,both,HUB THAI,HUB THAI CORP.,HUB THAI CORP.,103-105,Avenue A,Manhattan,10009,"103-105 Avenue A, Manhattan, NY",06/20/2020,40.725796,-73.983736,East Village
171,2204,2236,sidewalk,Chavela's,Bianchibk LLC,Chavela's,736,Franklin Avenue,Brooklyn,11238,"736 Franklin Avenue, Brooklyn, NY",06/20/2020,40.673429999999996,-73.956981,Crown Heights North
172,2210,2242,sidewalk,Taverna Kyclades east village,Maccg LLC,Taverna Kyclades,228,14st,Manhattan,10009,"228  14st , Manhattan, NY",06/20/2020,,,
173,2224,2256,both,Gueros Restaurant Inc.,Guero's Restaurant INC.,Guero's Restaurant INC.,605,Prospect Pl,Brooklyn,11238,"605 Prospect Pl, Brooklyn, NY",06/20/2020,40.675113,-73.956645,Crown Heights North
174,2234,2266,sidewalk,Aita Trattoria,Regine Restaurants LLC,Aita Trattoria,798-A,Franklin ave,Brooklyn,11238,"798-A Franklin ave, Brooklyn, NY",06/20/2020,,,
175,2250,2282,sidewalk,sisters,waiters 0 and 82llc,sisters,900,fulton,Brooklyn,11238,"900 fulton, Brooklyn, NY",06/20/2020,,,
176,2259,2291,both,ROVE,Burklee LLC,ROVE,72-27,Austin,Queens,11375,"72-27 Austin, Queens, NY",06/20/2020,,,
177,2267,2299,sidewalk,Aita Restaurant,GIURO LLC,Aita Restaurant,132,Greene ave,Brooklyn,11238,"132  Greene ave, Brooklyn, NY",06/20/2020,40.686603000000005,-73.966676,Clinton Hill
178,2276,2308,sidewalk,"patsys of queens, llc","patsys of queens, llc","patsys of queens, llc",21-64,utopia parkway,Queens,11357,"21-64 utopia parkway, Queens, NY",06/20/2020,40.777414,-73.793438,Ft. Totten-Bay Terrace-Clearview
179,2290,2322,both,Eastpoint,25 B Group Rest Ave LLC,25 B Group Rest Ave LLC,25,Avenue B,Manhattan,10009,"25 Avenue B, Manhattan, NY",06/20/2020,40.722316,-73.983214,Lower East Side
180,2329,2361,both,Mike and Maggie’s Pizzeria,Mike and Maggie’s Pizzeria inc,Mike and Maggie’s Pizzeria inc,15 27,149th street,Queens,11357,"15 27 149th street, Queens, NY",06/20/2020,40.786293,-73.816284,Whitestone
181,2330,2362,sidewalk,Esperanto,177 Chrystie Inc,Esperanto Restaurant,145,Avenue C,Manhattan,10009,"145 Avenue C, Manhattan, NY",06/20/2020,40.725381,-73.97792,Lower East Side
182,2336,2368,sidewalk,Rincón Melania,Melania's Latin Cuisine Corp.,Rincón Melania,35-11,Queens Boulevard,Queens,11101,"35-11  Queens Boulevard , Queens, NY",06/20/2020,40.744437,-73.92962,Hunters Point-Sunnyside-West Maspeth
183,2352,2384,sidewalk,R&D Foods,R&D&W Market LLC,R&D Foods,602,Vanderbilt Avenue,Brooklyn,11238,"602 Vanderbilt Avenue, Brooklyn, NY",06/20/2020,40.678303,-73.968641,Prospect Heights
184,2355,2387,both,IL POSTO ACCANTO,AND ANOTHER ONE INC.,IL POSTO ACCANTO,190,EAST  2ND STREET,Manhattan,10009,"190  EAST  2ND STREET, Manhattan, NY",06/20/2020,40.722365,-73.98423100000001,East Village
185,2379,2411,both,Madera Cuban Grill,Madera Pizza & Grill Inc,Madera Pizza & Grill Inc,47-29,Vernon blvd,Queens,11101,"47-29  Vernon blvd, Queens, NY",06/20/2020,40.744686,-73.953438,Hunters Point-Sunnyside-West Maspeth
186,2418,2450,both,Xe May Sandwich Shop,N & W Food Services INC,Xe May Sandwich Shop,96,Saint Marks Place,Manhattan,10009,"96 Saint Marks Place, Manhattan, NY",06/20/2020,40.727413,-73.984883,East Village
187,2452,2484,both,Ho Foods NYC,Ho Foods NYC LLC,Ho Foods NYC LLC,110,East 7th Street,Manhattan,10009,"110 East 7th Street, Manhattan, NY",06/20/2020,40.726507,-73.984641,East Village
188,2456,2488,sidewalk,Erins isle,Harfrank corp,Erin’s Isle,15403,Cross Island Pkwy,Queens,11357,"15403 Cross Island Pkwy, Queens, NY",06/20/2020,40.786878,-73.807785,Whitestone
189,2463,2495,both,Jell & Chill,Jell & Chill LLC,Jell & Chill,110,East 7th St,Manhattan,10009,"110  East 7th St, Manhattan, NY",06/20/2020,40.726507,-73.984641,East Village
190,2479,2511,both,Nick's Bistro,Nicobar Ltd.,Nick,104-20,Metropolitan Ave,Queens,11375,"104-20  Metropolitan Ave, Queens, NY",06/20/2020,40.710060999999996,-73.848409,Forest Hills
191,2487,2519,both,Dylan's Forest Hills,B.A.M. BAR LLC,B.A.M. BAR LLC,103-19,Metropolitan Ave,Queens,11375,"103-19 Metropolitan Ave , Queens, NY",06/20/2020,40.710215999999996,-73.84925600000001,Forest Hills
192,2504,2536,both,Boggy Depot Inc,Boggy Depot Inc,Drom,85 Ave,Avenue A,Manhattan,10009,"85 Ave Avenue A, Manhattan, NY",06/20/2020,,,
193,2532,2564,sidewalk,PLADO TASTING BAR,germat of ny inc,plado,190/192,EAST 2ND STREET,Manhattan,10009,"190/192 EAST 2ND STREET, Manhattan, NY",06/20/2020,,,
194,2557,2589,sidewalk,Go Nonnna,Arelo LLC,Go Nonna,18537,"10-50 44th Drive, store #2",Queens,11101,"10-50  10-50 44th Drive, store #2, Queens, NY",06/20/2020,,,
195,2585,2617,roadway,Lavagna,Desmo 916 Corp,Desmo 916 Corp,545,E. 5th St.,Manhattan,10009,"545 E. 5th St., Manhattan, NY",06/20/2020,40.724416,-73.98332099999999,East Village
196,2601,2633,both,2A,Swauto Ltd,2A/Berlin,25,Ave A,Manhattan,10009,"25 Ave A, Manhattan, NY",06/20/2020,40.722909,-73.98583599999999,East Village
197,2612,2644,both,Niagara Tompkins Square Bar,Tozzer Ltd,Tozzer Ltd,110- 112,Ave A,Manhattan,10009,"110- 112 Ave A, Manhattan, NY",06/20/2020,40.725881,-73.983649,East Village
198,2620,2652,both,Dream Baby,162-4 Ave B Bar Inc,Dream Baby,162-4,Ave B,Manhattan,10009,"162-4  Ave B , Manhattan, NY",06/20/2020,40.727066,-73.979774,East Village
199,2634,2666,roadway,Big aLICe Brewing Company,Big aLICe Brewing Company LLC,Big aLICe Brewing Company,44051,43rd Road,Queens,11101,"8-08 43rd Road, Queens, NY",06/20/2020,40.752331,-73.950751,Hunters Point-Sunnyside-West Maspeth
200,2638,2670,both,Village Square Pizza,The Village Square Pizza,The Village Square Pizza,147,Ave A,Manhattan,10009,"147 Ave A, Manhattan, NY",06/20/2020,40.727413,-73.982559,East Village
201,2642,2674,sidewalk,Nick's Pizza,Ascan Pizza Corp,Nick's Pizza,108-26,Ascan Ave,Queens,11375,"108-26  Ascan Ave, Queens, NY",06/20/2020,40.718013,-73.840772,Forest Hills
202,2647,2679,both,Eve's,Eve's 3 LLC,Eve's,769,Washington Avenue,Brooklyn,11238,"769  Washington Avenue, Brooklyn, NY",06/20/2020,40.673839,-73.962991,Prospect Heights
203,2661,2693,both,Il Poeta,Malu 2008 Corporation,Malu 2008 Corporation,9804,Metropolitan Avenue,Queens,11375,"9804 Metropolitan Avenue, Queens, NY",06/20/2020,40.711026000000004,-73.854474,Forest Hills
204,2662,2694,both,NOURISH,HENG HENG GROUP INC,HENG HENG GROUP INC,637A,VANDERBILT AVE,Brooklyn,11238,"637A  VANDERBILT AVE, Brooklyn, NY",06/20/2020,40.678042,-73.968714,Prospect Heights
205,2663,2695,sidewalk,Cyclo,NGMC Restaurant Incorporated,Cyclo,551,47th Ave,Queens,11101,"551  47th Ave, Queens, NY",06/20/2020,40.745883,-73.955137,Hunters Point-Sunnyside-West Maspeth
206,2679,2711,sidewalk,LA CHOZA DEL GORDO RESTAURANT,LA CHOZA DEL GORDO CORP,LA CHOZA DEL GORDO CORP,4105,NORTHERN BLVD,Queens,11101,"4105 NORTHERN BLVD, Queens, NY",06/20/2020,40.752865,-73.9224,Astoria
207,2687,2719,sidewalk,Cafe Cortadito,Cafe Cortadito  LLC,Cafe Cortadito  LLC,210,East 3rd street,Manhattan,10009,"210  East 3rd street, Manhattan, NY",06/20/2020,40.722519,-73.982625,Lower East Side
208,2691,2723,both,PUERTO VIEJO RESTAURANT CORP,PUERTO VIEJO RESTAURANT CORP.,PUERTO VIEJO DOMINICAN BISTRO,564,GRAND AVENUE,Brooklyn,11238,"564 GRAND AVENUE, Brooklyn, NY",06/20/2020,40.678823,-73.962007,Prospect Heights
209,2699,2731,roadway,Westville Bakery,Westville Bakery LLC,Westville Bakery,433,east 9th,Manhattan,10009,"433 east 9th, Manhattan, NY",06/20/2020,,,
210,2702,2734,both,Buenos Aires,Ba Victory Corp,Buenos Aires,513,East 6th,Manhattan,10009,"513   East 6th, Manhattan, NY",06/20/2020,,,
211,2729,2761,sidewalk,Choice Market Brooklyn,"Lolagets, Inc","Lolagets, Inc",318,Lafayette,Brooklyn,11238,"318  Lafayette, Brooklyn, NY",06/21/2020,,,
212,2732,2764,both,Cobblestones Pub,"Mas-sar-o, Inc.",Cobblestones Pub,117-18,Queens Blvd.,Queens,11375,"117-18 Queens Blvd., Queens, NY",06/21/2020,40.71532,-73.83251,Forest Hills
213,2739,2771,both,11th St. Bar,Delta 510 Corp.,11th St. Bar,510,East 11th Street,Manhattan,10009,"510 East 11th Street, Manhattan, NY",06/21/2020,40.728221999999995,-73.981282,East Village
214,2742,2774,sidewalk,Griddle Cafe & Deli,Griddle Inc,Griddle Inc,3018,Hunters Point Avenue,Queens,11101,"3018 Hunters Point Avenue, Queens, NY",06/21/2020,40.740484,-73.937639,Hunters Point-Sunnyside-West Maspeth
215,2753,2785,both,Lincoln Station,Lincoln Station LLC,Lincoln Station,409,Lincoln Place,Brooklyn,11238,"409  Lincoln Place, Brooklyn, NY",06/21/2020,40.672554,-73.96249,Prospect Heights
216,2754,2786,sidewalk,Finn's Corner,Finnister LLC.,Finn's Corner,660,Washington Ave,Brooklyn,11238,"660  Washington Ave, Brooklyn, NY",06/21/2020,40.678365,-73.963882,Prospect Heights
217,2758,2790,sidewalk,To Steki,To Steki,To Steki,14 20,Willets point boulouvart,Queens,11357,"14 20 Willets point boulouvart , Queens, NY",06/21/2020,,,
218,2774,2806,sidewalk,AUSTIN HOUSE,DAFNON FOOD CORP,AUSTIN HOUSE,72-04,AUSTIN STREET,Queens,11375,"72-04  AUSTIN STREET, Queens, NY",06/21/2020,40.719223,-73.842363,Forest Hills
219,2790,2822,both,Sit & Wonder,688 Washington LLC,Sit & Wonder,688,Washington Avenue,Brooklyn,11238,"688 Washington Avenue, Brooklyn, NY",06/21/2020,40.67733,-73.963685,Prospect Heights
220,2820,2852,sidewalk,The Hard Swallow,Big Lee and Sashas Inc,The Hard Swallow,140,1st Avenue,Manhattan,10009,"140 1st Avenue, Manhattan, NY",06/21/2020,40.727852,-73.985088,East Village
221,2836,2868,both,Avenue C,Avenue C Restaurant LLC,Avenue C Restaurant LLC,102,Avenue C,Manhattan,10009,"102 Avenue C, Manhattan, NY",06/21/2020,40.723951,-73.978942,Lower East Side
222,2844,2876,roadway,Anable Basin Sailing Bar and Grill,Anable Basin Sailing Inc,Anable Basin Sailing Inc,14702,44 drive,Queens,11101,"4-40 44 drive, Queens, NY",06/21/2020,40.749506,-73.955153,Hunters Point-Sunnyside-West Maspeth
223,2849,2881,sidewalk,Smor,Twobonbes Catering LLC,Smor,441,East 12th street,Manhattan,10009,"441 East 12th street, Manhattan, NY",06/21/2020,40.729490000000006,-73.982274,East Village
224,2879,2911,both,James,James Restaurant Group LLC,James Restaurant Group LLC,605,Carlton Avenue,Brooklyn,11238,"605 Carlton Avenue, Brooklyn, NY",06/21/2020,40.679023,-73.971763,Prospect Heights
225,2896,2928,sidewalk,Mama's Coffee Shop and Restaurant,MAMAS COFFEE SHOP CORP,MAMAS COFFEE SHOP CORP,1301,40th avenue,Queens,11101,"1301 40th avenue, Queens, NY",06/21/2020,40.755594,-73.941924,Queensbridge-Ravenswood-Long Island City
226,2905,2937,sidewalk,Song’s Dumpling Cafe,Song’s Dumpling Cafe,Song’s Dumpling Cafe,102-06,Metropolitan Ave,Queens,11357,"102-06  Metropolitan Ave, Queens, NY",06/21/2020,40.710434,-73.850734,Forest Hills
227,2908,2940,both,Manettas Fine Food Corp,Manetta's Fine Food Corp.,Manettas Ristorante,1074-76,Jackson Ave,Queens,11101,"1074-76 Jackson Ave, Queens, NY",06/21/2020,,,
228,2916,2948,sidewalk,The International Bar,Justified LLC,The International Bar,102,First Avenue,Manhattan,10009,"102 First Avenue, Manhattan, NY",06/21/2020,40.726529,-73.986052,East Village
229,2919,2951,both,Cuisine by Claudette,"Cuisine by Claudette, LLC",Cuisine by Claudette,143,Beach 116th Street,Queens,11694,"143 Beach 116th Street, Queens, NY",06/21/2020,40.578775,-73.836618,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
230,2926,2958,both,Chillato,Just Chill’d llc,Chillato,17-16,154th street,Queens,11357,"17-16 154th street, Queens, NY",06/21/2020,40.783198,-73.80849599999999,Whitestone
231,2929,2961,both,Kc gourmet empanadas,Kc gourmet empanadas,Kc gourmet empanadas llc,38,Ave B,Manhattan,10009,"38  Ave B, Manhattan, NY",06/21/2020,40.722769,-73.982907,East Village
232,2939,2971,both,1 DEGREE UP,ASTORIA LOUNGE LLC,1 DEGREE UP,3007,NEWTOWN AVE,Queens,11101,"3007 NEWTOWN AVE, Queens, NY",06/21/2020,40.768243,-73.92114000000001,Old Astoria
233,2948,2980,sidewalk,Ess-a-Bagel,"Ess-a-Bagel Too, Inc.",Ess-a-Bagel,324,1st Ave,Manhattan,10009,"324 1st Ave, Manhattan, NY",06/21/2020,40.734337,-73.98023,Stuyvesant Town-Cooper Village
234,2957,2989,both,Country House Diner,Country House Diner,Country House Diner,887,Fulton Street,Brooklyn,11238,"887 Fulton Street, Brooklyn, NY",06/21/2020,40.683699,-73.967799,Clinton Hill
235,2966,2998,sidewalk,Taberna 97,Taberna 97 inc,Taberna 97,97,St. Marks pl,Manhattan,10009,"97 St. Marks pl, Manhattan, NY",06/21/2020,40.727394,-73.984796,East Village
236,2983,3015,sidewalk,Diamond Reef,1057 Atlantic Avenuem LLC,Diamond Reef,1057,Atlantic Avenue,Brooklyn,11238,"1057 Atlantic Avenue, Brooklyn, NY",06/21/2020,40.679504,-73.956678,Clinton Hill
237,3017,3049,both,brooklyn beans roastarey,LATTE BISTRO CAFE,BROOKLYN BEAN ROASTRY,23,AVE A,Manhattan,10009,"23 AVE A, Manhattan, NY",06/21/2020,40.722871000000005,-73.985865,East Village
238,3018,3050,sidewalk,C-LOUNGE,COCKTAIL ART LLC,COCKTAIL ART LLC,14,Avenue C,Manhattan,10009,"14 Avenue C, Manhattan, NY",06/21/2020,40.721102,-73.98101700000001,Lower East Side
239,3027,3059,sidewalk,The Crown inn,Franklin beer and grocery inc,The crown inn,724,Franklin ave,Brooklyn,11238,"724  Franklin ave, Brooklyn, NY",06/21/2020,40.673761999999996,-73.956862,Crown Heights North
240,3060,3092,both,Savanna Rooftop,1101-43 Rest Sub LLC,Savanna Rooftop,44136,43rd Avenue,Queens,11101,"11-01 43rd Avenue, Queens, NY",06/21/2020,40.751787,-73.947926,Hunters Point-Sunnyside-West Maspeth
241,3061,3093,both,Bund chinese restaurant,The Bund Inc,The Bund Inc,100-30,Queens Blvd,Queens,11375,"100-30  Queens Blvd, Queens, NY",06/21/2020,40.726816,-73.853346,Forest Hills
242,3074,3106,sidewalk,the blvd. restaurant & lounge,1911 blvd corp.,the blvd. restaurant & lounge,19-11,francis lewis blvd.,Queens,11357,"19-11 francis lewis blvd., Queens, NY",06/21/2020,40.780823,-73.802939,Ft. Totten-Bay Terrace-Clearview
243,3079,3111,sidewalk,Hibino LIC,Kumagusu LLC,Kumagusu LLC,1070,jackson avenue,Queens,11101,"1070  jackson avenue, Queens, NY",06/21/2020,40.742767,-73.952198,Hunters Point-Sunnyside-West Maspeth
244,3092,3124,both,beron beron,mononoke inc.,mononoke inc.,164,1st avenue,Manhattan,10009,"164 1st avenue, Manhattan, NY",06/21/2020,40.728854,-73.984356,East Village
245,3098,3130,both,Horus Kabab House,El Sayed 1 Corp,Horus Kabab House,93,Avenue B,Manhattan,10009,"93 Avenue B, Manhattan, NY",06/21/2020,40.724575,-73.981561,Lower East Side
246,3117,3149,both,Lucky,"Oops of New York, Inc.",Lucky,168,Avenue B,Manhattan,10009,"168 Avenue B, Manhattan, NY",06/21/2020,40.727226,-73.979659,East Village
247,3159,3191,both,Sway Cafe,Sway Cafe Inc,Sway Cafe,4110,34th Avenue,Queens,11101,"4110  34th Avenue, Queens, NY",06/21/2020,40.756212,-73.919891,Astoria
248,3181,3213,sidewalk,Tom’s Restaurant,Tom’s Restaurant Inc,Tom’s Restaurant Inc,782,Washington Avenue,Brooklyn,11238,"782 Washington Avenue , Brooklyn, NY",06/22/2020,40.674426000000004,-73.96311999999999,Prospect Heights
249,3192,3224,both,Peaches Shrimp & Crab,Hot Chicken LLC,Peaches Shrimp & Crab,41-43,Clifton Place,Brooklyn,11238,"41-43 Clifton Place , Brooklyn, NY",06/22/2020,40.687878000000005,-73.962273,Clinton Hill
250,3207,3239,both,THE SPOTTED OWL,TAVERN 211 CORP,THE SPOTTED OWL,211,AVE A,Manhattan,10009,"211 AVE A, Manhattan, NY",06/22/2020,40.729828000000005,-73.98079399999999,East Village
251,3211,3243,both,THE SPOTTED OWL,211 TAVERN CORP,THE SPOTTED OWL,211,AVE A,Manhattan,10009,"211  AVE A, Manhattan, NY",06/22/2020,40.729828000000005,-73.98079399999999,East Village
252,3270,3302,sidewalk,Vernon Grille Eat Greek,Fanhon Realty,Fanhon Realty,48-20,Vernon Blvd.,Queens,11101,"48-20  Vernon Blvd. , Queens, NY",06/22/2020,40.743912,-73.953717,Hunters Point-Sunnyside-West Maspeth
253,3273,3305,sidewalk,"Rossy’s Bakery & Coffee Shop, Inc","Rossy’s Bakery & Coffee Shop, Inc","Rossy’s Bakery & Coffee Shop, Inc",242,E. 3rd Street,Manhattan,10009,"242 E. 3rd Street, Manhattan, NY",06/22/2020,40.72222,-73.981915,Lower East Side
254,3288,3320,sidewalk,El Rey Latino,R C & E RESTAURANT,R C & E RESTAURANT,6342,108,Queens,11375,"6342 108, Queens, NY",06/22/2020,,,
255,3302,3334,both,VISTAMAR RESTAURANT & LOUNGE CORP,VISTAMAR RESTAURANT & LOUNGE CORP,VISTAMAR RESTAURANT & LOUNGE CORP,565,CITY ISLAND AVE,Bronx,10464,"565 CITY ISLAND AVE, Bronx, NY",06/22/2020,40.853745,-73.79030999999999,Pelham Bay-Country Club-City Island
256,3307,3339,roadway,5 Burro Cafe,Marla's Food Corp,5 Burro Cafe,7203,Austin Street,Queens,11375,"7203 Austin Street, Queens, NY",06/22/2020,40.719266999999995,-73.842417,Forest Hills
257,3320,3352,sidewalk,TWO BOOTS PIZZA,TB DOUBLESHOT LLC,TB DOUBLESHOT LLC,42,AVE A,Manhattan,10009,"42 AVE A, Manhattan, NY",06/22/2020,40.723738,-73.985208,East Village
258,3339,3371,sidewalk,Citrico,Luneta LLC,Luneta LLC,681,Washington Avenue,Brooklyn,11238,"681 Washington Avenue, Brooklyn, NY",06/22/2020,40.676894,-73.963584,Prospect Heights
259,3350,3382,sidewalk,Villa Brasil Cafe Corp,Villa Brasil Cafe Corp,BTB SERVICES CORP.,43-16,34th Avenuue,Queens,11101,"43-16 34th Avenuue, Queens, NY",06/22/2020,,,
