restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,income_level
Mumtaz Indinan Cusine,Jhorna Restaurant INC,Mumtaz Indian Cusine,1582,York Avenue,Manhattan,10028,"1582 York Avenue, Manhattan, NY",7/7/2020,40.774236,-73.948349,high_income
Dai Hachi Sushi & Bar Corp.,Dai Hachi Sushi & Bar Corp.,Dai Hachi Sushi & Bar Corp.,1074,Second Ave.,Manhattan,10022,"1074 Second Ave., Manhattan, NY",7/7/2020,40.758968,-73.965528,high_income
Yiwanmen,Chongqing Noodle Inc,Chongqing Noodle Inc,150-152,Mott Street,Manhattan,10013,"150-152 Mott Street, Manhattan, NY",7/7/2020,40.719281,-73.996374,high_income
Luna Rossa,347East85Partners LLC,Luna Rossa,347 East,347 East 85 Street 347 East 85 Street,Manhattan,10028,"347 East 347 East 85 Street 347 East 85 Street, Manhattan, NY",7/7/2020,,,high_income
Bel Ami,VL Delights LLC,Bel Ami,30,East 68th Street,Manhattan,10065,"30 East 68th Street, Manhattan, NY",7/7/2020,40.769121,-73.967086,high_income
Celeste Restaurant,Romagica Corp,Romagica Corp,502,Amsterdam Ave,Manhattan,10024,"502 Amsterdam Ave, Manhattan, NY",7/7/2020,40.786555,-73.975852,high_income
Panca,Panzi Enterprises llc,Panca,92,7th ave south,Manhattan,10013,"92 7th ave south, Manhattan, NY",7/7/2020,40.732796,-74.003262,high_income
Nargila Grill,Nargila Grill NYC Inc,Nargila Grill NYC Inc,1599,York Avenue,Manhattan,10028,"1599 York Avenue , Manhattan, NY",7/7/2020,40.77495,-73.94785,high_income
ELI'S ESSENTIALS,EAT MADISON LLC,ELI'S ESSENTIALS,922,MADISON AVE,Manhattan,10021,"922  MADISON AVE, Manhattan, NY",7/8/2020,40.772697,-73.964781,high_income
Friedman's,PAG 72nd street inc,Friedman's,130,W 72nd street,Manhattan,10023,"130 W 72nd street, Manhattan, NY",7/8/2020,40.777938,-73.980065,high_income
Macchiato Espresso Bar,"Macchiato III, LLC",Macchiato Espresso Bar,565,5th Avenue,Manhattan,10017,"565 5th Avenue, Manhattan, NY",7/8/2020,40.755883,-73.978506,high_income
Macchiato,"Macchiato III, LLC",Macchiato Espresso Bar,565,5th Avenue,Manhattan,10017,"565  5th Avenue, Manhattan, NY",7/8/2020,40.755883,-73.978506,high_income
ESSEN,NY H&H 1990 Corp.,ESSEN,290,Madison Ave,Manhattan,10017,"290 Madison Ave, Manhattan, NY",7/8/2020,40.751835,-73.980005,high_income
Bondurants,KEVRYN LLC,Bondurants,303,E 85TH STREET,Manhattan,10028,"303 E 85TH STREET, Manhattan, NY",7/8/2020,40.777037,-73.951845,high_income
Takeshi Sushi,Takeshi Sushi LLC,Kintsugi,28,Grand Street,Manhattan,10013,"28  Grand Street, Manhattan, NY",7/8/2020,40.722841,-74.004719,high_income
Eclair bakery,Eclair bakery Corp,Eclair bakery Corp,305,East 53rd street,Manhattan,10022,"305 East 53rd street, Manhattan, NY",7/8/2020,40.756591,-73.966724,high_income
Roxy Hotel,"Tribeca Grand Hotel, Inc.","Tribeca Grand Hotel, Inc.",2,Avenue of Americas - Church Street Frontage,Manhattan,10013,"2 Avenue of Americas - Church Street Frontage , Manhattan, NY",7/8/2020,,,high_income
Isle of Capri,Caffe Isle of Capri Inc.,Isle of Capri,1028,3rd Avenue,Manhattan,10065,"1028  3rd Avenue, Manhattan, NY",7/8/2020,40.762715,-73.96575,high_income
Tauro Restaurant,Masster Restaurant Corp,Masster Restaurant Corp,284,Hudson,Manhattan,10013,"284 Hudson, Manhattan, NY",7/8/2020,,,high_income
Pret A Manger,Pret A Manger (USA) Limited,Pret A Manger,1320,York Avenue,Manhattan,10021,"1320 York Avenue, Manhattan, NY",7/8/2020,40.765826,-73.954481,high_income
Pret A Manger,Pret A Manger (USA) Limited,Pret A Manger,639,Third Avenue,Manhattan,10017,"639 Third Avenue, Manhattan, NY",7/8/2020,40.750196,-73.974851,high_income
prince tea house,bowery tea house inc,prince tea house,134,bowery,Manhattan,10013,"134 bowery , Manhattan, NY",7/8/2020,40.7189,-73.994639,high_income
Noodle Village,W & G Noodle Village inc,W & G Noodle Village inc,13,Mott st.,Manhattan,10013,"13 Mott st., Manhattan, NY",7/8/2020,40.714127,-73.998748,high_income
t bar,lenox room corp,tbar,1408,1278 third avenue,Manhattan,10021,"1408 1278 third avenue, Manhattan, NY",7/8/2020,,,high_income
Sushi Ishikawa,DH and Sons Inc,Sushi Ishikawa,419,E 74th St,Manhattan,10021,"419 E 74th St, Manhattan, NY",7/8/2020,40.768862,-73.954407,high_income
SUSHIGAMA,SUSHIGAMA,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave, Manhattan, NY",7/8/2020,40.769632,-73.957768,high_income
KO Sushi,Great Lakes NY NY Inc,Great Lakes NY NY Inc,1329,2nd Ave,Manhattan,10021,"1329 2nd Ave, Manhattan, NY",7/9/2020,40.767593,-73.959263,high_income
Udon West 46,"Sakaba, Inc.",Udon West 46,150,East 46th Street,Manhattan,10017,"150 East 46th Street, Manhattan, NY",7/9/2020,40.753719,-73.973561,high_income
Udon West 46,"Sakaba, Inc.",Udon West 46,150,East 46th Street,Manhattan,10017,"150 East 46th Street, Manhattan, NY",7/9/2020,40.753719,-73.973561,high_income
URBANSPACE 570 LEX FOODHALL,URBANSPACE 570 LEXINGTON LLC,URBANSPACE 570 LEX,570,LEXINGTON,Manhattan,10022,"570 LEXINGTON, Manhattan, NY",7/9/2020,,,high_income
ADYAR ANANDA BHAVAN,ADYAR ANANDA BHAVAN CORP,ADYAR ANANDA BHAVAN CORP,1071,1ST AVENUE,Manhattan,10022,"1071  1ST AVENUE, Manhattan, NY",7/9/2020,40.759247,-73.96225,high_income
Amura Japanese restaurant,Amura Japanese restaurant,Amura Japanese restaurant,1567,Second Avenue,Manhattan,10028,"1567  Second Avenue, Manhattan, NY",7/9/2020,40.774903,-73.953923,high_income
Barbaresco,L’antico inc,Barbaresco,843,Lexington Avenue,Manhattan,10065,"843 Lexington Avenue , Manhattan, NY",7/9/2020,40.765484,-73.965795,high_income
CHOPT,CHOPT CREATIVE SALAD COMPANY,CHOPT CREATIVE SALAD COMPANY,1376,3rd Avenue,Manhattan,10075,"1376 3rd Avenue, Manhattan, NY",7/9/2020,40.773776,-73.957678,high_income
the ribbon,"the ribbon worldwide ,llc","the ribbon worldwide ,llc",20 west,72 str,Manhattan,10023,"20 west 72 str, Manhattan, NY",7/9/2020,40.776727,-73.977188,high_income
Quality Eats,"Bacon & Bagels, LLC",Quality Eats,1496,Second Avenue,Manhattan,10075,"1496  Second Avenue, Manhattan, NY",7/9/2020,40.772557,-73.955614,high_income
SOUVLAKI GR KOUZINA,"SOUVLAKERIE, LLC",SOUVLAKI GR KOUZINA,231,EAST 53RD STREET,Manhattan,10022,"231 EAST 53RD STREET, Manhattan, NY",7/9/2020,40.757366,-73.968572,high_income
Budapest Cafe,B&E Pastries Inc,B&E Pastries Inc (DBA) Andre's Cafe,1631,2nd Ave.,Manhattan,10028,"1631  2nd Ave., Manhattan, NY",7/9/2020,40.776955,-73.952426,high_income
Yiwanmen,Chongqin Noodle Inc,Chongqin Noodle Inc,150-152,Mott Street,Manhattan,10013,"150-152 Mott Street, Manhattan, NY",7/9/2020,40.719281,-73.996374,high_income
Daniel,65th Street Restaurant LLC,Daniel,60,East 65th Street,Manhattan,10065,"60 East 65th Street, Manhattan, NY",7/9/2020,40.767036,-73.967971,high_income
new york canton lounge,ming li,ming li,70,mott street,Manhattan,10013,"70 mott street, Manhattan, NY",7/10/2020,40.716246,-73.998103,high_income
Now or Never Coffee,Bell's LLC,Now or Never Coffee,30,Grand Street,Manhattan,10013,"30  Grand Street, Manhattan, NY",7/10/2020,40.722817,-74.004658,high_income
Bodhi Kosher Vegetarian,Buddha Bodai Two Kosher Vegetarian Restaurant,Buddha Bodai Two Kosher Vegetarian Restaurant,77,Mulberry Street,Manhattan,10013,"77 Mulberry Street, Manhattan, NY",7/10/2020,40.716336,-73.999077,high_income
Ten westside corp.,Ten westside corp.,Essen,160,Varick street,Manhattan,10013,"160 Varick street, Manhattan, NY",7/10/2020,40.726615,-74.005617,high_income
Deux  Amis,Thafath inc,Thafath inc,356 E 51,51st Str,Manhattan,10022,"356 E 51 51st Str, Manhattan, NY",7/10/2020,,,high_income
Green Cafe,36 East 58 Street  New York Food Co Inc,Green Cafe,36 East,58 Street,Manhattan,10022,"36 East 58 Street, Manhattan, NY",7/10/2020,40.762834,-73.971583,high_income
Little italy pizza,little italy 23 inc,little italy pizza,958,3rd ave,Manhattan,10022,"958 3rd ave, Manhattan, NY",7/11/2020,40.760489,-73.967292,high_income
Buona notte,Mahant 118,Mahant 118,118,Mulberry,Manhattan,10013,"118 Mulberry , Manhattan, NY",7/11/2020,,,high_income
Thai Son,Thai Son Restaurant Inc.,Thai Son Restaurant Inc.,89,Baxter Street,Manhattan,10013,"89 Baxter Street, Manhattan, NY",7/11/2020,40.716904,-73.999697,high_income
Wo Hop,Wo Hop 17,Wo Hop 17,17,Mott St,Manhattan,10013,"17 Mott St, Manhattan, NY",7/11/2020,40.71425,-73.998766,high_income
Wo Hop Next Door,Wo Hop Next Door,Wo Hop Next Door,15,Mott St,Manhattan,10013,"15 Mott St, Manhattan, NY",7/11/2020,40.714187,-73.998756,high_income
Little Italy Pizza,Chambers Church Pizza Inc,Little Italy Pizza,154,Church St,Manhattan,10007,"154  Church St, Manhattan, NY",7/11/2020,40.715007,-74.007889,high_income
little italy pizza,sherman square pizza inc,little italy pizza,2047,broadway,Manhattan,10023,"2047 broadway, Manhattan, NY",7/11/2020,40.777642,-73.98238,high_income
SUSHI ANN,SUSHI EM LLC,SUSHI ANN,38 East,51st Street,Manhattan,10022,"38 East 51st Street, Manhattan, NY",7/11/2020,40.758281,-73.974668,high_income
Wonton Noodle Garden,Sunrise 56 Corp,Wonton Noodle Garden,56,Mott St,Manhattan,10013,"56 Mott St, Manhattan, NY",7/11/2020,40.715905,-73.998312,high_income
Friedmans Restaurant,PAG 72 STREET,FRIEDMANS,132,72,Manhattan,10023,"132 72, Manhattan, NY",7/12/2020,,,high_income
San matteo pizzeria e cucina,Campania Felix,Campania Felix,1559,2nd Avenue,Manhattan,10028,"1559 2nd Avenue , Manhattan, NY",7/12/2020,40.774565,-73.954172,high_income
The Daisy,The Tequila Gastropub LLC,The Daisy,251,East 85th Street,Manhattan,10028,"251 East 85th Street, Manhattan, NY",7/12/2020,40.777666,-73.953339,high_income
The Daisy,The Tequila Gastropub LLC,The Daisy,1641,2nd Avenue,Manhattan,10028,"1641 2nd Avenue, Manhattan, NY",7/12/2020,40.777353,-73.952134,high_income
West side cafe corp,West side cafe corp,West side cafe corp,323,Church st,Manhattan,10013,"323 Church st, Manhattan, NY",7/12/2020,40.72016,-74.003813,high_income
Tiramisu Restaurant,Tiramisu Restaurant LLC,Tiramisu Restaurant LLC,1410,Third Avenue,Manhattan,10028,"1410  Third Avenue, Manhattan, NY",7/12/2020,40.77511,-73.956703,high_income
Zucker's Bagels,Zucker's Bagels Grand Central LLC,Zucker's Bagels Grand Central LLC,370,Lexington Ave,Manhattan,10017,"370  Lexington Ave , Manhattan, NY",7/13/2020,40.750646,-73.976641,high_income
The Little Beet,"LB 320 Park, LLC","LB 320 Park, LLC",320,Park Ave,Manhattan,10022,"320  Park Ave, Manhattan, NY",7/13/2020,40.75745,-73.973798,high_income
Smiley's deli,"Lexington Fresh Farm, inc.","Lexington Fresh Farm, inc.",802 #1,lexington avenye,Manhattan,10065,"802 #1 lexington avenye, Manhattan, NY",7/13/2020,,,high_income
PATSY'S PIZZERIA,1279 1ST AVE LLC,PATSY'S PIZZERIA,1279,1ST AVE,Manhattan,10065,"1279  1ST AVE, Manhattan, NY",7/13/2020,40.765781,-73.957488,high_income
tiramisu restaurant,tiramisu restaurant llc,tiramisu restaurant llc,1410,Third Avenue,Manhattan,10028,"1410 Third Avenue, Manhattan, NY",7/13/2020,40.77511,-73.956703,high_income
Elim Deli Cafe,"Elim Deli Cafe, Inc.",Elim Deli Cafe,851,Lexington Avenue,Manhattan,10065,"851 Lexington Avenue, Manhattan, NY",7/13/2020,40.76563,-73.965691,high_income
Subway,"Trading post of Broadway, inc",SUBWAY,250,Park Place,Manhattan,10007,"250 Park Place, Manhattan, NY",7/13/2020,,,high_income
Elim Bistro,"Elim Bistro, Inc.",Elim Bistro,11,Park Place,Manhattan,10007,"11 Park Place, Manhattan, NY",7/13/2020,40.712828,-74.008296,high_income
Campagna Quattro Gatti,Tonino 205 East Inc,Tonino 205 East Inc,205,East 81st Street,Manhattan,10028,"205  East 81st Street, Manhattan, NY",7/13/2020,40.775439,-73.955926,high_income
PureKtchn,H&H PureKtchn,PureKtchn,649,Lexington Ave.,Manhattan,10022,"649 Lexington Ave., Manhattan, NY",7/13/2020,40.759381,-73.970246,high_income
Bayard Sushi,Bayard Sushi,Bayard Sushi,83,Bayard St.,Manhattan,10013,"83 Bayard St., Manhattan, NY",7/13/2020,40.715754,-73.998871,high_income
Galli,45 Mercer Restaurant LLC,Galli,45,Mercer St,Manhattan,10013,"45  Mercer St, Manhattan, NY",7/13/2020,40.721573,-74.001187,high_income
Allora,Vuthaj LLC,Allora,145,E 47 th Street,Manhattan,10017,"145  E 47 th Street, Manhattan, NY",7/13/2020,,,high_income
SUSHI ANN,SUSHI EM LLC,SUSHI ANN,38 East,51 Street,Manhattan,10022,"38 East 51 Street, Manhattan, NY",7/13/2020,40.758281,-73.974668,high_income
Delizia Restaurant Corp.,Delizia Restaurant Corp.,Delizia Restaurant Corp.,1374,1avenue,Manhattan,10021,"1374  1avenue, Manhattan, NY",7/13/2020,40.768755,-73.955292,high_income
jardino italian cafe,Skyrose Inc,Skyrose Inc,1159,Third Avenue,Manhattan,10065,"1159 Third Avenue, Manhattan, NY",7/13/2020,40.766845,-73.962708,high_income
Civic Deli,Elim Eatery Corp.,Civic Deli,111,Worth Street,Manhattan,10013,"111 Worth Street, Manhattan, NY",7/14/2020,40.715828,-74.003539,high_income
SOUP & GYRO,SOUP & GYRO,SOUP & GYRO,178,CHURCH ATREET,Manhattan,10013,"178 CHURCH ATREET, Manhattan, NY",7/14/2020,,,high_income
Oaxaca,Oaxaca Amsterdam LLC,Oaxaca Amsterdam LLC,424,Amsterdam Ave,Manhattan,10024,"424 Amsterdam Ave, Manhattan, NY",7/14/2020,40.784077,-73.977659,high_income
Caladonia,Caladonia,Caladonia,424,Amsterdam Ave,Manhattan,10024,"424 Amsterdam Ave, Manhattan, NY",7/14/2020,40.784077,-73.977659,high_income
Island Burgers,Island Burgers,Island Burgers,422,Amsterdam Ave,Manhattan,10024,"422 Amsterdam Ave, Manhattan, NY",7/14/2020,40.784028,-73.977695,high_income
Allora,Vuthaj LLC,Allora,145,E 47 th street,Manhattan,10017,"145 E 47 th street, Manhattan, NY",7/14/2020,,,high_income
Oda House,Oda House UES INC,Oda House UES INC,406,East 73rd street,Manhattan,10021,"406 East 73rd street, Manhattan, NY",7/14/2020,40.768297,-73.955072,high_income
Kong Sihk Tong,Emma s place inc,Kong Sihk Tong,65,Bayard Street,Manhattan,10013,"65 Bayard Street, Manhattan, NY",7/14/2020,40.715477,-73.998081,high_income
Hampton Chutney Co.,Dosa LLC,Hampton Chutney Co.,143,Grand St,Manhattan,10013,"143 Grand St, Manhattan, NY",7/14/2020,40.720217,-73.999437,high_income
Ravagh Persian Grill,"First Avenue Persian Grille, Inc",Ravagh Persian Grill,1135,First Ave,Manhattan,10065,"1135 First Ave, Manhattan, NY",7/14/2020,40.761632,-73.960502,high_income
Chalait,Chalait UWS LLC,Chalait UWS LLC,461,Amsterdam Avenue,Manhattan,10024,"461 Amsterdam Avenue, Manhattan, NY",7/14/2020,40.785235,-73.976792,high_income
Xian Famous Foods,Lou Guan Tai Inc,Xian Famous Foods,328,E 78th St,Manhattan,10075,"328 E 78th St, Manhattan, NY",7/14/2020,40.772298,-73.95473,high_income
Friedmans,PAG 72 Street,Friedmans,134,72,Manhattan,10023,"134 72, Manhattan, NY",7/14/2020,,,high_income
Flor de Mayo,Flor de Mar Inc,Flor de Mar Inc,484,Amsterdam Ave,Manhattan,10024,"484 Amsterdam Ave , Manhattan, NY",7/14/2020,40.785943,-73.9763,high_income
Her Name Was Carmen,Paraiso Group LLC,Her Name Was Carmen,525,Broome St,Manhattan,10013,"525 Broome St, Manhattan, NY",7/14/2020,40.723862,-74.004015,high_income
matsu sushi,purple sushi,matsu sushi,483,483 Columbus Avenue,Manhattan,10024,"483  483 Columbus Avenue, Manhattan, NY",7/14/2020,,,high_income
Anand Indian cuisine,Anand restaurant Nyc inc,Anand restaurant Nyc inc,304,E 78,Manhattan,10075,"304 E 78, Manhattan, NY",7/14/2020,,,high_income
Sophie's Restaurant,MM Enterprises LLC,MM Enterprises LLC,369,Lexington Ave,Manhattan,10017,"369 Lexington Ave, Manhattan, NY",7/14/2020,40.750583,-73.976663,high_income
Sophie's Restaurant,MM Enterprises LLC,Sophie's Cuban Cuisine,369,Lexington Ave,Manhattan,10017,"369  Lexington Ave, Manhattan, NY",7/14/2020,40.750583,-73.976663,high_income
Gregorys Coffee,880 Third Coffee and Bakery LLC,880 Third Coffee and Bakery LLC,880,Third Avenue,Manhattan,10022,"880 Third Avenue, Manhattan, NY",7/15/2020,40.75791,-73.969254,high_income
Greecologies,Broome LLC,Broome LLC,379,Broome Street,Manhattan,10013,"379 Broome Street, Manhattan, NY",7/15/2020,40.720352,-73.996479,high_income
Greecologies,Broome LLC,Broome LLC,379,Broome Street,Manhattan,10013,"379 Broome Street, Manhattan, NY",7/15/2020,40.720352,-73.996479,high_income
Da Raffaele,Raffanna LLC,Da Raffaele,883,1st Ave,Manhattan,10017,"883 1st Ave, Manhattan, NY",7/15/2020,40.753525,-73.966426,high_income
Francesco's Pizza,FAV PIzza,FAV PIzza,186,Columbus Ave,Manhattan,10023,"186 Columbus Ave, Manhattan, NY",7/15/2020,40.775097,-73.980496,high_income
Tamam,Veg On Lex LLC,Tamam,1108,Lexington Ave,Manhattan,10075,"1108 Lexington Ave, Manhattan, NY",7/15/2020,40.773939,-73.959653,high_income
Apotheke,Apotheke LLC,Apotheke LLC,9,Doyers St,Manhattan,10013,"9 Doyers St, Manhattan, NY",7/15/2020,40.714448,-73.998131,high_income
Ralph's Coffee,Ralph Lauren Retail Inc.,Ralph Lauren Retail Inc.,888,Madison Avenue,Manhattan,10022,"888 Madison Avenue, Manhattan, NY",7/15/2020,40.77163,-73.965557,high_income
Bodrum,TB 584 AMSTERDAM REST. CORP,Bodrum,584,AMSTERDAM AVE,Manhattan,10024,"584   AMSTERDAM AVE, Manhattan, NY",7/15/2020,40.78916,-73.973952,high_income
SUSHIGAMA,SUSHIGAMA,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave , Manhattan, NY",7/15/2020,40.769632,-73.957768,high_income
FYAHBUN CREATIVE LLC,FYAHBUN CREATIVE LLC,FYAHBUN CREATIVE LLC,325,48TH STREET,Manhattan,10017,"325 48TH STREET, Manhattan, NY",7/15/2020,,,high_income
Bua Thai Ramen & Robata Grill,Sirichai Inc,Bua Thai Ramen & Robata Grill,1611,2nd ave,Manhattan,10028,"1611 2nd ave, Manhattan, NY",7/16/2020,40.776302,-73.952907,high_income
Nice Matin,Renolta LLC,Renolta LLC,201,West 79th Street,Manhattan,10024,"201  West 79th Street, Manhattan, NY",7/16/2020,40.783251,-73.978555,high_income
456 New Shanghai Inc,456 New Shanghai Inc,456 New Shanghai Inc,69,Mott Street,Manhattan,10013,"69 Mott Street, Manhattan, NY",7/16/2020,40.716174,-73.998171,high_income
Don Filippo Restaurant,Don Filippo Restaurant Corp,Don Filippo Restaurant  and Pizza,1133,Lexington Ave,Manhattan,10075,"1133  Lexington Ave, Manhattan, NY",7/16/2020,40.774649,-73.959108,high_income
Antique Garage,Antique Garage Inc.,Antique Garage,41,Mercer,Manhattan,10013,"41  Mercer, Manhattan, NY",7/16/2020,,,high_income
Sushi Noz,Sushi Noz LLC,Sushi Noz,181,East 78th street,Manhattan,10021,"181 East 78th street, Manhattan, NY",7/16/2020,40.773853,-73.958364,high_income
New York Boky,Kimberly Phung,Kimberly Phung,94,Baxter Street,Manhattan,10013,"94 Baxter Street, Manhattan, NY",7/16/2020,40.71697,-73.999679,high_income
Wok Wok Southeast Asian Kitchen,11 Kitchen INC,Wok Wok,11,Mott Street,Manhattan,10013,"11 Mott Street, Manhattan, NY",7/16/2020,40.714066,-73.998737,high_income
Wok Wok Southeast Asian Kitchen,11 KITCHEN INC,WOK WOK,11,Mott Street,Manhattan,10013,"11 Mott Street, Manhattan, NY",7/16/2020,40.714066,-73.998737,high_income
Tal Bagels,Tal Bagels,Tal Bagels,977-979,1st ave,Manhattan,10022,"977-979 1st ave , Manhattan, NY",7/17/2020,40.756146,-73.964511,high_income
Sole Di Capri,Sole Di Capri LLC,Sole Di Capri LLC,165,Church Street,Manhattan,10007,"165 Church Street, Manhattan, NY",7/17/2020,40.71515,-74.007752,high_income
Morton's The Steakhouse 5th Ave,Mortons of Chicago/5th Ave INC,Mortons of Chicago/5th Ave INC,551,5th Ave,Manhattan,10017,"551  5th Ave, Manhattan, NY",7/17/2020,40.755617,-73.979318,high_income
Salvo's Pizzabar,Saltoto Inc.,Salvo's Pizzabar,1477,York Avenue,Manhattan,10075,"1477 York Avenue, Manhattan, NY",7/17/2020,40.770922,-73.950788,high_income
Nha Trang One Restaurant,Nha Trang One Inc.,Nha Trang One Inc.,87,Baxter Street,Manhattan,10013,"87  Baxter Street, Manhattan, NY",7/17/2020,40.716841,-73.999737,high_income
Ollies To Go,Ollies 44 LLC,Ollies 44 LLC,307,Esast 77th St,Manhattan,10075,"307 Esast 77th St, Manhattan, NY",7/17/2020,,,high_income
The Penrose,Crown Alley LLC,The Penrose,1590,Second Avenue,Manhattan,10028,"1590 Second Avenue, Manhattan, NY",7/18/2020,40.775605,-73.953388,high_income
Persepolis Restaurant,Persepolis Restaurant,Persepolis Restaurant,1407,1407 2nd ave,Manhattan,10021,"1407 1407 2nd ave, Manhattan, NY",7/18/2020,,,high_income
Ajisai Japanese Fusion,YAO YAO SUSHI INC,YAO YAO SUSHI INC,795,Lexington Ave,Manhattan,10065,"795 Lexington Ave , Manhattan, NY",7/18/2020,40.763862,-73.96698,high_income
Sushi Seki,New Life Sushi INC,New Life Sushi INC,1143,First Avenue,Manhattan,10065,"1143 First Avenue, Manhattan, NY",7/18/2020,40.761824,-73.960361,high_income
Deluxe Green Bo,Deluxe Green Bo Inc.,Deluxe Green Bo Inc.,66,Bayard Street,Manhattan,10013,"66  Bayard Street , Manhattan, NY",7/19/2020,40.715513,-73.998131,high_income
Angeletto Restaurant,Angeletto 2nd Ave Inc,Angeletto Restaurant,890,2nd Ave,Manhattan,10017,"890 2nd Ave, Manhattan, NY",7/19/2020,40.753252,-73.969689,high_income
XO Restaurant Inc.,XO Restaurant Inc.,XO Restaurant Inc.,148,Hester Street,Manhattan,10013,"148 Hester Street, Manhattan, NY",7/19/2020,40.717497,-73.996075,high_income
XO Taste Inc.,XO Taste Inc.,XO Taste Inc.,41,Elizabeth Street,Manhattan,10013,"41 Elizabeth Street, Manhattan, NY",7/19/2020,40.716833,-73.996815,high_income
Barney Greengrass,"Barney Greengrass, Inc.","Barney Greengrass, Inc.",541,Amsterdam Avenue,Manhattan,10024,"541 Amsterdam Avenue, Manhattan, NY",7/19/2020,40.787831,-73.974895,high_income
