,New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,GRADE DATE
6559,10028,Manhattan,25540,418.0414644,high income,TACO BELL,LEXINGTON AVENUE,10/7/2019
6567,10028,Manhattan,25540,418.0414644,high income,HEIDELBERG RESTAURANT,2 AVENUE,9/30/2019
6568,10028,Manhattan,25540,418.0414644,high income,CITY SWIGGERS,EAST   86 STREET,9/17/2019
6569,10028,Manhattan,25540,418.0414644,high income,INDIAN TANDOOR OVEN,EAST   83 STREET,9/17/2019
6574,10028,Manhattan,25540,418.0414644,high income,SUBWAY,YORK AVENUE,9/17/2019
6579,10028,Manhattan,25540,418.0414644,high income,CARLOW EAST,LEXINGTON AVENUE,9/19/2019
6584,10028,Manhattan,25540,418.0414644,high income,CAFE JAX,EAST   84 STREET,9/24/2019
6590,10028,Manhattan,25540,418.0414644,high income,SUBWAY,2 AVENUE,9/18/2019
6591,10028,Manhattan,25540,418.0414644,high income,16 HANDLES,2 AVENUE,9/30/2019
6599,10028,Manhattan,25540,418.0414644,high income,LEVAIN BAKERY,3 AVENUE,7/22/2019
6600,10028,Manhattan,25540,418.0414644,high income,BRADY'S BAR,2 AVENUE,7/16/2019
6601,10028,Manhattan,25540,418.0414644,high income,CHIRPING CHICKEN,2 AVENUE,7/3/2019
6602,10028,Manhattan,25540,418.0414644,high income,LORENZO & MARIA'S KITCHEN,THIRD AVENUE,7/23/2019
6603,10028,Manhattan,25540,418.0414644,high income,GREEN KITCHEN,2 AVENUE,7/11/2019
6604,10028,Manhattan,25540,418.0414644,high income,AOC EAST,1 AVENUE,7/16/2019
6605,10028,Manhattan,25540,418.0414644,high income,CHINA TASTE,2 AVENUE,7/16/2019
6608,10028,Manhattan,25540,418.0414644,high income,POKE FRESH SUSHI,YORK AVENUE,7/18/2019
6609,10028,Manhattan,25540,418.0414644,high income,AMC THEATRES (LOEWS ORPHEUM),3 AVENUE,7/19/2019
6610,10028,Manhattan,25540,418.0414644,high income,THE PENROSE UPPER EAST SIDE,2 AVENUE,7/22/2019
6622,10028,Manhattan,25540,418.0414644,high income,YORKAFE,EAST   83 STREET,7/19/2019
6625,10028,Manhattan,25540,418.0414644,high income,METROPOLITAN MUSEUM EMPLOYEE CAFETERIA,5 AVENUE,7/19/2019
6634,10028,Manhattan,25540,418.0414644,high income,CHICK-FIL-A,3 AVENUE,7/19/2019
6636,10028,Manhattan,25540,418.0414644,high income,BONDURANTS,EAST   85 STREET,8/7/2019
6637,10028,Manhattan,25540,418.0414644,high income,JOE & THE JUICE,LEXINGTON AVENUE,8/7/2019
6638,10028,Manhattan,25540,418.0414644,high income,THE MANSION,YORK AVENUE,8/1/2019
6639,10028,Manhattan,25540,418.0414644,high income,ITALIANISSIMO RISTORANTE,EAST   84 STREET,8/8/2019
6640,10028,Manhattan,25540,418.0414644,high income,PAPAYA KING,EAST   86 STREET,8/19/2019
6641,10028,Manhattan,25540,418.0414644,high income,THE DAISY,2 AVENUE,8/7/2019
6645,10028,Manhattan,25540,418.0414644,high income,MAD RIVER BAR & GRILLE,3 AVENUE,8/1/2019
6648,10028,Manhattan,25540,418.0414644,high income,FIVE MILE STONE,2 AVENUE,8/7/2019
6651,10028,Manhattan,25540,418.0414644,high income,MISS MADELEINE,EAST   82 STREET,8/19/2019
6652,10028,Manhattan,25540,418.0414644,high income,MOCHABURGER + SUBS EXPRESS,2 AVENUE,8/7/2019
6660,10028,Manhattan,25540,418.0414644,high income,ARTURO'S,YORK AVENUE,8/7/2019
6664,10028,Manhattan,25540,418.0414644,high income,OM INDIAN RESTAURANT,2 AVENUE,8/13/2019
6666,10028,Manhattan,25540,418.0414644,high income,RYAN'S DAUGHTER CAFE,EAST   85 STREET,4/30/2019
6667,10028,Manhattan,25540,418.0414644,high income,THE NEW AMITY RESTAURANT,MADISON AVENUE,5/2/2019
6668,10028,Manhattan,25540,418.0414644,high income,CAFE JAX,EAST   84 STREET,4/18/2019
6670,10028,Manhattan,25540,418.0414644,high income,AMURA JAPANESE RESTAURANT,2 AVENUE,4/30/2019
6671,10028,Manhattan,25540,418.0414644,high income,CHICKY'S ON 86,EAST   86 STREET,4/18/2019
6672,10028,Manhattan,25540,418.0414644,high income,STARBUCKS,YORK AVENUE,4/18/2019
6674,10028,Manhattan,25540,418.0414644,high income,TAL BAGEL,EAST   86 STREET,4/22/2019
6676,10028,Manhattan,25540,418.0414644,high income,TACO TODAY,1 AVENUE,5/2/2019
6677,10028,Manhattan,25540,418.0414644,high income,DEMARCHELIER RESTAURANT,EAST   86 STREET,5/2/2019
6678,10028,Manhattan,25540,418.0414644,high income,BLACK STAR BAKERY & CAFE,YORK AVENUE,4/24/2019
6679,10028,Manhattan,25540,418.0414644,high income,CAFFE GRAZIE,EAST   84 STREET,5/2/2019
6680,10028,Manhattan,25540,418.0414644,high income,VAN LEEUWEN ICE CREAM,2 AVENUE,4/24/2019
6681,10028,Manhattan,25540,418.0414644,high income,EMACK & BOLIOS,1 AVENUE,5/6/2019
6682,10028,Manhattan,25540,418.0414644,high income,FOOD PASSION,LEXINGTON AVENUE,4/18/2019
6684,10028,Manhattan,25540,418.0414644,high income,SHAKE SHACK,EAST   86 STREET,5/7/2019
6693,10028,Manhattan,25540,418.0414644,high income,PINKBERRY,2 AVENUE,4/19/2019
6694,10028,Manhattan,25540,418.0414644,high income,IRVING FARM COFFEE ROASTERS,3 AVENUE,4/30/2019
6703,10028,Manhattan,25540,418.0414644,high income,DULCE VIDA LATIN BISTRO,LEXINGTON AVENUE,5/9/2019
6704,10028,Manhattan,25540,418.0414644,high income,VARIETY COFFEE ROASTERS,EAST   86 STREET,5/9/2019
6705,10028,Manhattan,25540,418.0414644,high income,SUBWAY,2 AVENUE,5/23/2019
6706,10028,Manhattan,25540,418.0414644,high income,PIAZZA PIZZA & GRILL,3 AVENUE,5/14/2019
6709,10028,Manhattan,25540,418.0414644,high income,HUMMUS KITCHEN,2 AVENUE,6/4/2019
6710,10028,Manhattan,25540,418.0414644,high income,HEIDELBERG RESTAURANT,2 AVENUE,5/16/2019
6711,10028,Manhattan,25540,418.0414644,high income,MAISON KAYSER,3 AVENUE,5/9/2019
6712,10028,Manhattan,25540,418.0414644,high income,MEMBERS DINING ROOM @ THE MET MUSEUM,5 AVENUE,5/14/2019
6713,10028,Manhattan,25540,418.0414644,high income,GOTHAM PIZZA,1 AVENUE,5/6/2019
6716,10028,Manhattan,25540,418.0414644,high income,PQR,2 AVENUE,5/21/2019
6717,10028,Manhattan,25540,418.0414644,high income,INASE SUSHI RESTAURANT,1 AVENUE,5/16/2019
6721,10028,Manhattan,25540,418.0414644,high income,WILLIAMSBURG PIZZA,2 AVENUE,5/23/2019
6722,10028,Manhattan,25540,418.0414644,high income,LUKE'S LOBSTER,EAST   81 STREET,5/14/2019
6723,10028,Manhattan,25540,418.0414644,high income,BAGEL BOBS ON YORK,YORK AVENUE,5/6/2019
6724,10028,Manhattan,25540,418.0414644,high income,STARBUCKS,3 AVENUE,5/14/2019
6725,10028,Manhattan,25540,418.0414644,high income,83.5,EAST   83 STREET,5/21/2019
6730,10028,Manhattan,25540,418.0414644,high income,AL VAPORETTO,EAST   81 STREET,5/21/2019
6732,10028,Manhattan,25540,418.0414644,high income,H & H MIDTOWN BAGELS EAST,2 AVENUE,5/7/2019
6735,10028,Manhattan,25540,418.0414644,high income,TACO BELL,2 AVENUE,6/6/2019
6736,10028,Manhattan,25540,418.0414644,high income,THE SUPPLY HOUSE,2 AVENUE,5/7/2019
6739,10028,Manhattan,25540,418.0414644,high income,BAILEY'S CORNER PUB,YORK AVENUE,5/16/2019
6743,10028,Manhattan,25540,418.0414644,high income,LITTLE FROG FRANCOIS LATAPIE,EAST   86 STREET,6/6/2019
6744,10028,Manhattan,25540,418.0414644,high income,GRACIE'S ON 2ND,E 86TH ST,5/29/2019
6746,10028,Manhattan,25540,418.0414644,high income,SWEETGREEN,3 AVENUE,5/30/2019
6747,10028,Manhattan,25540,418.0414644,high income,AKI SUSHI,YORK AVE,6/3/2019
6748,10028,Manhattan,25540,418.0414644,high income,METROPOLITAN MUSEUM ROOF TOP GARDEN CAFE,5 AVENUE,6/11/2019
6750,10028,Manhattan,25540,418.0414644,high income,POKE RESTAURANT,EAST   85 STREET,5/29/2019
6751,10028,Manhattan,25540,418.0414644,high income,SUSHI SUKI,YORK AVENUE,6/11/2019
6753,10028,Manhattan,25540,418.0414644,high income,TIRAMISU RESTAURANT,3 AVENUE,6/6/2019
6755,10028,Manhattan,25540,418.0414644,high income,FIRENZE RISTORANTE,2 AVENUE,6/3/2019
6756,10028,Manhattan,25540,418.0414644,high income,E.A.T. CAFE,MADISON AVENUE,6/11/2019
6760,10028,Manhattan,25540,418.0414644,high income,LA PULPERIA,2 AVENUE,6/6/2019
6762,10028,Manhattan,25540,418.0414644,high income,PRINCE TEA HOUSE,YORK AVENUE,6/6/2019
6763,10028,Manhattan,25540,418.0414644,high income,SAN MATTEO PIZZERIA E CUCINA,2 AVENUE,6/6/2019
6764,10028,Manhattan,25540,418.0414644,high income,TAL BAGELS,LEXINGTON AVENUE,6/6/2019
6765,10028,Manhattan,25540,418.0414644,high income,AGORA TURKISH RESTAURANT,SECOND AVENUE,5/30/2019
6767,10028,Manhattan,25540,418.0414644,high income,HUTCH & WALDO COFFEE,EAST   81 STREET,6/3/2019
6771,10028,Manhattan,25540,418.0414644,high income,JACQUES BRASSERIE,EAST   85 STREET,5/29/2019
6774,10028,Manhattan,25540,418.0414644,high income,METROPOLITAN MUSEUM BALCONY LOUNGE,5 AVENUE,6/4/2019
6788,10028,Manhattan,25540,418.0414644,high income,LITTLE ITALY PIZZA,EAST   86 STREET,6/5/2019
6789,10028,Manhattan,25540,418.0414644,high income,FRESH & CO,LEXINGTON AVENUE,6/18/2019
6790,10028,Manhattan,25540,418.0414644,high income,MOKJA,1 AVENUE,6/17/2019
6791,10028,Manhattan,25540,418.0414644,high income,SUSHI REN,2 AVENUE,6/18/2019
6792,10028,Manhattan,25540,418.0414644,high income,18 RESTAURANT,EAST   81 STREET,6/18/2019
6793,10028,Manhattan,25540,418.0414644,high income,NARGILA,YORK AVENUE,6/17/2019
6795,10028,Manhattan,25540,418.0414644,high income,JACK AND FANNY'S,2 AVENUE,6/27/2019
6796,10028,Manhattan,25540,418.0414644,high income,LA MIA PIZZA,1 AVENUE,6/19/2019
6797,10028,Manhattan,25540,418.0414644,high income,GRACIE-MEWS RESTAURANT,1 AVENUE,6/19/2019
6798,10028,Manhattan,25540,418.0414644,high income,FAMOUS FAMIGLIA PIZZA,LEXINGTON AVENUE,6/18/2019
6800,10028,Manhattan,25540,418.0414644,high income,METROPOLITAN MUSEUM OF ART,5 AVENUE,6/13/2019
6802,10028,Manhattan,25540,418.0414644,high income,JUICE GENERATION,3 AVENUE,6/28/2019
6815,10028,Manhattan,25540,418.0414644,high income,STARBUCKS,LEXINGTON AVENUE,6/18/2019
6817,10028,Manhattan,25540,418.0414644,high income,GINO'S PIZZERIA RESTAURANT,EAST   83 STREET,6/18/2019
6819,10023,Manhattan,34400,401.12372089999997,high income,COLUMBUS GOURMET FOOD,COLUMBUS AVE STORE #2,1/13/2020
6820,10023,Manhattan,34400,401.12372089999997,high income,SIDO FALAFEL & MORE,COLUMBUS AVENUE,12/26/2019
6821,10023,Manhattan,34400,401.12372089999997,high income,PIER 72 RESTAURANT,WEST   72 STREET,12/26/2019
6822,10023,Manhattan,34400,401.12372089999997,high income,CAFE 125,WEST END AVENUE,1/15/2020
6823,10023,Manhattan,34400,401.12372089999997,high income,HUMMUS PLACE,AMSTERDAM AVENUE,1/9/2020
6826,10023,Manhattan,34400,401.12372089999997,high income,SHAKESPEARE & CO,BROADWAY,1/17/2020
6827,10023,Manhattan,34400,401.12372089999997,high income,EMPIRE HOTEL LOBBY BAR,WEST   63 STREET,1/24/2020
6828,10023,Manhattan,34400,401.12372089999997,high income,AMC THEATRES,BROADWAY,1/22/2020
6830,10023,Manhattan,34400,401.12372089999997,high income,CAFE BEE,WEST   72 STREET,1/10/2020
6831,10023,Manhattan,34400,401.12372089999997,high income,SUGAR BAR,WEST   72 STREET,1/24/2020
6832,10023,Manhattan,34400,401.12372089999997,high income,ELLA KITCHEN AND BAR,COLUMBUS AVENUE,1/17/2020
6833,10023,Manhattan,34400,401.12372089999997,high income,ZURUTTO RAMEN & GYOZA BAR,WEST   72 STREET,1/13/2020
6835,10023,Manhattan,34400,401.12372089999997,high income,POLPETTE 71,WEST   71 STREET,1/24/2020
6838,10023,Manhattan,34400,401.12372089999997,high income,DOMINO'S,WEST   72 STREET,1/13/2020
6839,10023,Manhattan,34400,401.12372089999997,high income,PASHA TURKISH RESTAURANT,WEST   71 STREET,1/13/2020
6840,10023,Manhattan,34400,401.12372089999997,high income,PICCOLO CAFE,AMSTERDAM AVENUE,1/24/2020
6844,10023,Manhattan,34400,401.12372089999997,high income,BIG NICK'S PIZZA / GYROSHOP,WEST   71 STREET,1/6/2020
6848,10023,Manhattan,34400,401.12372089999997,high income,MCDONALD'S,BROADWAY,1/22/2020
6853,10023,Manhattan,34400,401.12372089999997,high income,EL MITOTE,COLUMBUS AVENUE,12/26/2019
6855,10023,Manhattan,34400,401.12372089999997,high income,VAN LEEUWEN ICE CREAM,COLUMBUS AVENUE,1/15/2020
6861,10023,Manhattan,34400,401.12372089999997,high income,LE PAIN QUOTIDIEN,BROADWAY,2/7/2020
6862,10023,Manhattan,34400,401.12372089999997,high income,BRODO BROTH SHOP,BROADWAY,2/19/2020
6863,10023,Manhattan,34400,401.12372089999997,high income,LA QUINTA INNS AND SUITES,WEST   71 STREET,2/6/2020
6864,10023,Manhattan,34400,401.12372089999997,high income,KUMO SUSHI,WEST   72 STREET,2/12/2020
6865,10023,Manhattan,34400,401.12372089999997,high income,TAVOLA DELLA NONNA,WEST   70 STREET,2/14/2020
6866,10023,Manhattan,34400,401.12372089999997,high income,PHO SHOP,WEST   72 STREET,2/11/2020
6870,10023,Manhattan,34400,401.12372089999997,high income,STARBUCKS,WEST   66 STREET,2/11/2020
6871,10023,Manhattan,34400,401.12372089999997,high income,LA TRAVIATA PIZZA,WEST   68 STREET,2/7/2020
6872,10023,Manhattan,34400,401.12372089999997,high income,MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,2/19/2020
6874,10023,Manhattan,34400,401.12372089999997,high income,FREDDIE & PEPPER'S PIZZA,AMSTERDAM AVENUE,2/4/2020
6876,10023,Manhattan,34400,401.12372089999997,high income,FORDHAM U - ARGO TEA,WEST   62 STREET,2/7/2020
6879,10023,Manhattan,34400,401.12372089999997,high income,MIGHTY BOWL,AMSTERDAM AVENUE,2/5/2020
6886,10023,Manhattan,34400,401.12372089999997,high income,CAFE METRO,BROADWAY,2/13/2020
6888,10023,Manhattan,34400,401.12372089999997,high income,VIAND CAFE,BROADWAY,2/21/2020
6889,10023,Manhattan,34400,401.12372089999997,high income,EMERALD INN,WEST   72 STREET,3/9/2020
6892,10023,Manhattan,34400,401.12372089999997,high income,THE DAKOTA BAR,WEST   72 STREET,2/19/2020
6893,10023,Manhattan,34400,401.12372089999997,high income,LE PAIN QUOTIDIEN,WEST   72 STREET,3/5/2020
6894,10023,Manhattan,34400,401.12372089999997,high income,JOANNE TRATTORIA,WEST   68 STREET,3/5/2020
6895,10023,Manhattan,34400,401.12372089999997,high income,SCHMELTZER DINING HALL,WEST   62 STREET,2/24/2020
6896,10023,Manhattan,34400,401.12372089999997,high income,THE LEOPARD AT DES ARTISTES,WEST   67 STREET,3/5/2020
6897,10023,Manhattan,34400,401.12372089999997,high income,SAPPHIRE RESTAURANT,BROADWAY,2/19/2020
6900,10023,Manhattan,34400,401.12372089999997,high income,GRAY'S PAPAYA,BROADWAY,3/9/2020
6902,10023,Manhattan,34400,401.12372089999997,high income,EMPIRE SZECHUAN KYOTO,COLUMBUS AVENUE,2/27/2020
6903,10023,Manhattan,34400,401.12372089999997,high income,THE JUILLIARD SCHOOL(ROSE CAFE),WEST   65 STREET,3/6/2020
6904,10023,Manhattan,34400,401.12372089999997,high income,SALA THAI,AMSTERDAM AVENUE,2/27/2020
6905,10023,Manhattan,34400,401.12372089999997,high income,UTOPIA DINER,AMSTERDAM AVENUE,2/27/2020
6913,10023,Manhattan,34400,401.12372089999997,high income,JUST SALAD,BROADWAY,3/5/2020
6914,10023,Manhattan,34400,401.12372089999997,high income,FRIEDMAN'S,WEST   72 STREET,3/9/2020
6919,10023,Manhattan,34400,401.12372089999997,high income,COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,WEST   62 STREET,2/28/2020
6927,10023,Manhattan,34400,401.12372089999997,high income,SEVEN HILLS MEDITERANEAN GRILL,WEST   72 STREET,3/12/2020
6928,10023,Manhattan,34400,401.12372089999997,high income,CAFE FIORELLO,BROADWAY,3/10/2020
6930,10023,Manhattan,34400,401.12372089999997,high income,77 WEST BISTRO,WEST   66 STREET,3/12/2020
6931,10023,Manhattan,34400,401.12372089999997,high income,PARM,COLUMBUS AVENUE,3/10/2020
6932,10023,Manhattan,34400,401.12372089999997,high income,ATLANTIC GRILL WEST,WEST   64 STREET,3/11/2020
6934,10023,Manhattan,34400,401.12372089999997,high income,IL VIOLINO,COLUMBUS AVENUE,3/14/2020
6935,10023,Manhattan,34400,401.12372089999997,high income,STARBUCKS,BROADWAY,3/11/2020
6936,10023,Manhattan,34400,401.12372089999997,high income,BARRE CAFE AT STEPS,BROADWAY,3/12/2020
6937,10023,Manhattan,34400,401.12372089999997,high income,CHIPOTLE MEXICAN GRILL,AMSTERDAM AVENUE,3/11/2020
6951,10023,Manhattan,34400,401.12372089999997,high income,STARBUCKS COFFEE,AMSTERDAM AVENUE,10/24/2019
6952,10023,Manhattan,34400,401.12372089999997,high income,CROSSFIT SPOT,AMSTERDAM AVENUE,10/28/2019
6954,10023,Manhattan,34400,401.12372089999997,high income,JOE & THE JUICE,COLUMBUS AVENUE,10/10/2019
6955,10023,Manhattan,34400,401.12372089999997,high income,CAFE 47,WEST   66 STREET,10/31/2019
6957,10023,Manhattan,34400,401.12372089999997,high income,JUICY CUBE,WEST   72 STREET,10/10/2019
6958,10023,Manhattan,34400,401.12372089999997,high income,FRANCESCO PIZZERIA,COLUMBUS AVENUE,10/10/2019
6959,10023,Manhattan,34400,401.12372089999997,high income,FLOATING MOUNTAIN,WEST   72 STREET,10/10/2019
6960,10023,Manhattan,34400,401.12372089999997,high income,FORDHAM U- RAM CAFE AT LOWENSTEIN HALL,WEST   60 STREET,10/10/2019
6962,10023,Manhattan,34400,401.12372089999997,high income,LENWICH,COLUMBUS AVENUE,10/21/2019
6963,10023,Manhattan,34400,401.12372089999997,high income,FINE & SCHAPIRO,WEST   72 STREET,10/29/2019
6967,10023,Manhattan,34400,401.12372089999997,high income,MY PIE PIZZERIA,WEST   72 STREET,10/10/2019
6968,10023,Manhattan,34400,401.12372089999997,high income,LA BOITE EN BOIS,WEST   68 STREET,10/30/2019
6971,10023,Manhattan,34400,401.12372089999997,high income,BOULUD SUD / EPICERIE BOULUD,BROADWAY,10/30/2019
6975,10023,Manhattan,34400,401.12372089999997,high income,LE PIF,BROADWAY,10/29/2019
6977,10023,Manhattan,34400,401.12372089999997,high income,GRAND TIER RESTAURANT @ METROPOLITAN OPERA,LINCOLN CENTER PLAZA,11/15/2019
6978,10023,Manhattan,34400,401.12372089999997,high income,CAFE MARGOT PATISSERIE,BROADWAY,11/1/2019
6979,10023,Manhattan,34400,401.12372089999997,high income,SHUN LEE,WEST   65 STREET,11/21/2019
6980,10023,Manhattan,34400,401.12372089999997,high income,BOULE & CHERIE,AMSTERDAM AVENUE,11/21/2019
6981,10023,Manhattan,34400,401.12372089999997,high income,LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,WEST   65 STREET,11/15/2019
6984,10023,Manhattan,34400,401.12372089999997,high income,INDIE FOOD AND WINE,WEST   65 STREET,11/21/2019
6990,10023,Manhattan,34400,401.12372089999997,high income,ROSA MEXICANO,COLUMBUS AVENUE,12/12/2019
6991,10023,Manhattan,34400,401.12372089999997,high income,VIVE LA CREPE,COLUMBUS AVENUE,12/11/2019
6992,10023,Manhattan,34400,401.12372089999997,high income,STARBUCKS #50611,WEST END AVENUE,12/6/2019
6993,10023,Manhattan,34400,401.12372089999997,high income,POKEBAB,BROADWAY,12/17/2019
6994,10023,Manhattan,34400,401.12372089999997,high income,DA CAPO,COLUMBUS AVENUE,12/17/2019
6997,10023,Manhattan,34400,401.12372089999997,high income,CAFE 71,BROADWAY,12/11/2019
7001,10023,Manhattan,34400,401.12372089999997,high income,METROPOLITAN OPERA,LINCOLN CENTER PLAZA,12/20/2019
7009,10023,Manhattan,34400,401.12372089999997,high income,SIDEWALK CAFE,COLUMBUS AVENUE,9/11/2019
7010,10023,Manhattan,34400,401.12372089999997,high income,SCHMELTZER DINING HALL,WEST   62 STREET,9/11/2019
7011,10023,Manhattan,34400,401.12372089999997,high income,ELLA KITCHEN AND BAR,COLUMBUS AVENUE,9/4/2019
7012,10023,Manhattan,34400,401.12372089999997,high income,MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,9/13/2019
7013,10023,Manhattan,34400,401.12372089999997,high income,SALUMERIA ROSI,AMSTERDAM AVENUE,8/27/2019
7014,10023,Manhattan,34400,401.12372089999997,high income,16 HANDLES,AMSTERDAM AVENUE,8/28/2019
7015,10023,Manhattan,34400,401.12372089999997,high income,OLYMPIC FLAME DINER,WEST   60 STREET,9/6/2019
7016,10023,Manhattan,34400,401.12372089999997,high income,EL MITOTE,COLUMBUS AVENUE,8/21/2019
7024,10023,Manhattan,34400,401.12372089999997,high income,PARK VIEW CAFE,WEST   64 STREET,3/8/2019
7025,10023,Manhattan,34400,401.12372089999997,high income,PLAYA BETTY'S,AMSTERDAM AVENUE,3/12/2019
7026,10023,Manhattan,34400,401.12372089999997,high income,P.J. CLARKE'S,WEST   63 STREET,2/27/2019
7027,10023,Manhattan,34400,401.12372089999997,high income,PASHA TURKISH RESTAURANT,WEST   71 STREET,3/12/2019
7028,10023,Manhattan,34400,401.12372089999997,high income,BARRE CAFE AT STEPS,BROADWAY,3/12/2019
7029,10023,Manhattan,34400,401.12372089999997,high income,Bonmi,WEST   62 STREET,3/13/2019
7030,10023,Manhattan,34400,401.12372089999997,high income,FINE & SCHAPIRO,WEST   72 STREET,3/12/2019
7031,10023,Manhattan,34400,401.12372089999997,high income,ATLANTIC GRILL WEST,WEST   64 STREET,3/12/2019
7034,10023,Manhattan,34400,401.12372089999997,high income,SEVEN HILLS MEDITERANEAN GRILL,WEST   72 STREET,3/8/2019
7035,10023,Manhattan,34400,401.12372089999997,high income,MY MOST FAVORITE FOOD,WEST   72 STREET,3/13/2019
7037,10023,Manhattan,34400,401.12372089999997,high income,MAGNOLIA BAKERY,COLUMBUS AVENUE,2/28/2019
7041,10023,Manhattan,34400,401.12372089999997,high income,CHIPOTLE MEXICAN GRILL,AMSTERDAM AVENUE,3/12/2019
7047,10023,Manhattan,34400,401.12372089999997,high income,PAPPARDELLA,COLUMBUS AVENUE,3/13/2019
7050,10023,Manhattan,34400,401.12372089999997,high income,STARBUCKS,BROADWAY,3/6/2019
7052,10023,Manhattan,34400,401.12372089999997,high income,DUNKIN',WEST   72 STREET,3/13/2019
7057,10023,Manhattan,34400,401.12372089999997,high income,THE MUFFIN CAFE,COLUMBUS AVENUE,3/15/2019
7058,10023,Manhattan,34400,401.12372089999997,high income,SUBWAY,WEST END AVENUE,3/14/2019
7063,10023,Manhattan,34400,401.12372089999997,high income,EMERALD INN,WEST   72 STREET,4/9/2019
7064,10023,Manhattan,34400,401.12372089999997,high income,NEW YORK INSTITUTE OF TECHNOLOGY,BROADWAY,3/25/2019
7066,10023,Manhattan,34400,401.12372089999997,high income,GIACOMO FINE FOODS,WEST   72 STREET,3/25/2019
7067,10023,Manhattan,34400,401.12372089999997,high income,FORTY CARROTS,BROADWAY,3/28/2019
7068,10023,Manhattan,34400,401.12372089999997,high income,La Dinastia Latin-Chinese Cuisine,WEST   72 STREET,4/1/2019
7070,10023,Manhattan,34400,401.12372089999997,high income,ZUCKER'S BAGELS AND SMOKED FISH,COLUMBUS AVENUE,4/1/2019
7072,10023,Manhattan,34400,401.12372089999997,high income,THE RIBBON,WEST   72 STREET,3/25/2019
7073,10023,Manhattan,34400,401.12372089999997,high income,ALICE'S TEA CUP,WEST   73 STREET,4/3/2019
7076,10023,Manhattan,34400,401.12372089999997,high income,ARTE CAFE,WEST   73 STREET,3/26/2019
7077,10023,Manhattan,34400,401.12372089999997,high income,THE FLYING FISHERMAN,COLUMBUS AVENUE,3/26/2019
7079,10023,Manhattan,34400,401.12372089999997,high income,CAFE LUXEMBOURG,WEST   70 STREET,4/5/2019
7081,10023,Manhattan,34400,401.12372089999997,high income,COLUMBUS GOURMET FOOD,COLUMBUS AVE STORE #2,3/29/2019
7082,10023,Manhattan,34400,401.12372089999997,high income,SALUMERIA ROSI,AMSTERDAM AVENUE,3/29/2019
7088,10023,Manhattan,34400,401.12372089999997,high income,THE SMITH,BROADWAY,3/26/2019
7089,10023,Manhattan,34400,401.12372089999997,high income,PATSYS PIZZERIA,WEST   74 STREET,3/25/2019
7091,10023,Manhattan,34400,401.12372089999997,high income,COCO FRESH TEA & JUICE,WEST   72 STREET,3/28/2019
7092,10023,Manhattan,34400,401.12372089999997,high income,BIN 71,COLUMBUS AVENUE,4/3/2019
7099,10023,Manhattan,34400,401.12372089999997,high income,DISNEY STARBUCKS,WEST   66 STREET,4/9/2019
7104,10023,Manhattan,34400,401.12372089999997,high income,PICK-A-BAGEL/DUMPLING ROOM,WEST END AVENUE,3/28/2019
7107,10023,Manhattan,34400,401.12372089999997,high income,COMMUNITY DINING HALL AT MCKEON HALL FORDAM UNIV,WEST   62 STREET,1/29/2019
7108,10023,Manhattan,34400,401.12372089999997,high income,LE PAIN QUOTIDIEN,BROADWAY,1/11/2019
7109,10023,Manhattan,34400,401.12372089999997,high income,JOANNE TRATTORIA,WEST   68 STREET,1/17/2019
7110,10023,Manhattan,34400,401.12372089999997,high income,ELLA KITCHEN AND BAR,COLUMBUS AVENUE,1/17/2019
7111,10023,Manhattan,34400,401.12372089999997,high income,UTOPIA DINER,AMSTERDAM AVENUE,1/17/2019
7112,10023,Manhattan,34400,401.12372089999997,high income,MCDONALD'S,BROADWAY,1/18/2019
7113,10023,Manhattan,34400,401.12372089999997,high income,BOULE & CHERIE,AMSTERDAM AVENUE,1/9/2019
7114,10023,Manhattan,34400,401.12372089999997,high income,The Empire Rooftop,WEST   63 STREET,1/29/2019
7120,10023,Manhattan,34400,401.12372089999997,high income,RECOLTE,AMSTERDAM AVENUE,1/29/2019
7130,10023,Manhattan,34400,401.12372089999997,high income,PARM,COLUMBUS AVENUE,2/11/2019
7132,10023,Manhattan,34400,401.12372089999997,high income,FORDHAM U- RAM CAFE AT LOWENSTEIN HALL,WEST   60 STREET,2/15/2019
7133,10023,Manhattan,34400,401.12372089999997,high income,HUMMUS PLACE,AMSTERDAM AVENUE,2/8/2019
7135,10023,Manhattan,34400,401.12372089999997,high income,DA CAPO,COLUMBUS AVENUE,2/8/2019
7137,10023,Manhattan,34400,401.12372089999997,high income,HAAGEN - DAZS,AMSTERDAM AVENUE,2/6/2019
7138,10023,Manhattan,34400,401.12372089999997,high income,IL VIOLINO,COLUMBUS AVENUE,2/6/2019
7139,10023,Manhattan,34400,401.12372089999997,high income,THE JUILLIARD SCHOOL(ROSE CAFE),WEST   65 STREET,2/15/2019
7140,10023,Manhattan,34400,401.12372089999997,high income,THAI 72,WEST   72 STREET,2/11/2019
