,New York,Borough,income_num_returns(households),avg income per return(x1000s),income level,DBA,STREET,GRADE DATE
3204,10013,Manhattan,15140,490.1375165,high income,NINJA RESTAURANT,HUDSON STREET,1/22/2020
3205,10013,Manhattan,15140,490.1375165,high income,BILLY'S BAKERY,FRANKLIN STREET,1/3/2020
3207,10013,Manhattan,15140,490.1375165,high income,STARBUCKS,WORTH STREET,1/3/2020
3208,10013,Manhattan,15140,490.1375165,high income,TINY SHANGHAI,MULBERRY STREET,1/2/2020
3209,10013,Manhattan,15140,490.1375165,high income,VANDAM DELI KITCHEN,VANDAM STREET,1/3/2020
3210,10013,Manhattan,15140,490.1375165,high income,JAYA,BAXTER STREET,1/6/2020
3211,10013,Manhattan,15140,490.1375165,high income,JING FONG RESTAURANT,ELIZABETH STREET,1/15/2020
3213,10013,Manhattan,15140,490.1375165,high income,456 NEW SHANGHAI RESTAURANT,MOTT STREET,1/15/2020
3214,10013,Manhattan,15140,490.1375165,high income,11 HOWARD KITCHEN,LAFAYETTE STREET,1/23/2020
3215,10013,Manhattan,15140,490.1375165,high income,TAKESHI SUSHI,GRAND STREET,1/15/2020
3216,10013,Manhattan,15140,490.1375165,high income,CANAL STREET OYSTERS,WEST BROADWAY,1/17/2020
3218,10013,Manhattan,15140,490.1375165,high income,NEW MANDARIN COURT,MOTT STREET,1/2/2020
3222,10013,Manhattan,15140,490.1375165,high income,KAFFE 1668,GREENWICH STREET,12/24/2019
3223,10013,Manhattan,15140,490.1375165,high income,IL MULINO,GREENWICH STREET,1/14/2020
3224,10013,Manhattan,15140,490.1375165,high income,THALASSA,FRANKLIN STREET,1/22/2020
3225,10013,Manhattan,15140,490.1375165,high income,CHINESE TUXEDO,DOYERS STREET,1/21/2020
3226,10013,Manhattan,15140,490.1375165,high income,QUEEN BAKERY II,CENTRE STREET,1/23/2020
3227,10013,Manhattan,15140,490.1375165,high income,EDWARD'S,WEST BROADWAY,1/14/2020
3229,10013,Manhattan,15140,490.1375165,high income,L'ANGOLO RISTORANTE,DUANE STREET,1/6/2020
3232,10013,Manhattan,15140,490.1375165,high income,ATTRAVERSA,WEST BROADWAY,1/24/2020
3233,10013,Manhattan,15140,490.1375165,high income,NOM WAH TEA/DIM SUM PARLOR,DOYERS STREET,1/13/2020
3240,10013,Manhattan,15140,490.1375165,high income,DISTILLED NYC,WEST BROADWAY,1/14/2020
3241,10013,Manhattan,15140,490.1375165,high income,TATAKI SUSHI RESTAURANT,LISPENARD STREET,1/7/2020
3242,10013,Manhattan,15140,490.1375165,high income,SOHO DINER,WEST BROADWAY,1/24/2020
3246,10013,Manhattan,15140,490.1375165,high income,XO RESTAURANT,HESTER STREET,1/7/2020
3258,10013,Manhattan,15140,490.1375165,high income,BLACK BURGER / 5 BOROUGH PIZZA / POKEBOWL,CANAL STREET,1/24/2020
3259,10013,Manhattan,15140,490.1375165,high income,AMAZING 66 RESTAURANT,MOTT STREET,1/10/2020
3260,10013,Manhattan,15140,490.1375165,high income,HOUSEMAN RESTAURANT,GREENWICH STREET,1/17/2020
3261,10013,Manhattan,15140,490.1375165,high income,THREE EIGHTY ATE,GREENWICH STREET,1/7/2020
3274,10013,Manhattan,15140,490.1375165,high income,BIBBLE & SIP,HESTER STREET,1/15/2020
3282,10013,Manhattan,15140,490.1375165,high income,CIVIC DELI,WORTH STREET,12/27/2019
3283,10013,Manhattan,15140,490.1375165,high income,LOCAL & VINE,HUDSON STREET,1/17/2020
3287,10013,Manhattan,15140,490.1375165,high income,CASA BELLA,MULBERRY STREET,1/2/2020
3291,10013,Manhattan,15140,490.1375165,high income,STARBUCKS,WEST BROADWAY,1/13/2020
3300,10013,Manhattan,15140,490.1375165,high income,STONE BRIDGE PIZZA,VANDAM STREET,1/3/2020
3301,10013,Manhattan,15140,490.1375165,high income,WOLFGANG'S STEAKHOUSE,GREENWICH STREET,1/30/2020
3302,10013,Manhattan,15140,490.1375165,high income,GREEN GARDEN VILLAGE,GRAND STREET,1/28/2020
3303,10013,Manhattan,15140,490.1375165,high income,RISTORANTE LUNA,MULBERRY STREET,2/12/2020
3304,10013,Manhattan,15140,490.1375165,high income,XI'AN FAMOUS FOODS,BAYARD STREET,2/3/2020
3305,10013,Manhattan,15140,490.1375165,high income,GROTTA AZZURRA,MULBERRY STREET,2/3/2020
3306,10013,Manhattan,15140,490.1375165,high income,JULIA TEA & DIM SUM HOUSE,MOTT STREET,2/6/2020
3307,10013,Manhattan,15140,490.1375165,high income,SEAMORE'S,BROOME STREET,2/6/2020
3308,10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,2/14/2020
3310,10013,Manhattan,15140,490.1375165,high income,LA NONNA,MULBERRY STREET,2/3/2020
3311,10013,Manhattan,15140,490.1375165,high income,TAUREAU LA SIRENE,BROOME STREET,1/28/2020
3312,10013,Manhattan,15140,490.1375165,high income,KONG SIHK TONG,BAYARD STREET,2/11/2020
3314,10013,Manhattan,15140,490.1375165,high income,JOE'S SHANGHAI RESTAURANT,BOWERY,2/14/2020
3316,10013,Manhattan,15140,490.1375165,high income,SAMURICE,CANAL STREET,1/28/2020
3318,10013,Manhattan,15140,490.1375165,high income,JOE'S STEAM RICE ROLL,CANAL STREET,1/28/2020
3320,10013,Manhattan,15140,490.1375165,high income,THE DOUGH CLUB,BAXTER STREET,2/6/2020
3322,10013,Manhattan,15140,490.1375165,high income,BOBA GUYS,CANAL STREET,2/6/2020
3324,10013,Manhattan,15140,490.1375165,high income,JUST SALAD,HUDSON ST,1/30/2020
3328,10013,Manhattan,15140,490.1375165,high income,TRIBECA PARK CAFE,WALKER STREET,1/30/2020
3330,10013,Manhattan,15140,490.1375165,high income,MOONCAKE FOODS,6TH AVE,1/30/2020
3332,10013,Manhattan,15140,490.1375165,high income,CAPRI RISTORANTE PIZZERIA BAR,MULBERRY STREET,1/28/2020
3334,10013,Manhattan,15140,490.1375165,high income,CAFFE BENE,CANAL STREET,1/30/2020
3335,10013,Manhattan,15140,490.1375165,high income,DA MIKELE,CHURCH STREET,1/28/2020
3339,10013,Manhattan,15140,490.1375165,high income,H.K WONTON GARDEN,MULBERRY STREET,1/28/2020
3340,10013,Manhattan,15140,490.1375165,high income,NB WING WONG,BOWERY,2/12/2020
3351,10013,Manhattan,15140,490.1375165,high income,WESTVILLE,HUDSON STREET,1/31/2020
3352,10013,Manhattan,15140,490.1375165,high income,JUNZI KITCHEN,VANDAM STREET,2/6/2020
3356,10013,Manhattan,15140,490.1375165,high income,NEW YORK LAW SCHOOL,WEST BROADWAY,2/7/2020
3361,10013,Manhattan,15140,490.1375165,high income,THAILICIOUS,BAXTER STREET,2/12/2020
3364,10013,Manhattan,15140,490.1375165,high income,THE BLOND/THE LIBRARY,LAFAYETTE STREET,2/7/2020
3365,10013,Manhattan,15140,490.1375165,high income,MAMAN HUDSON,HUDSON STREET,2/7/2020
3370,10013,Manhattan,15140,490.1375165,high income,tutto il giorno,FRANKLIN STREET,2/5/2020
3374,10013,Manhattan,15140,490.1375165,high income,NICE ONE BAKERY,BAYARD STREET,2/5/2020
3375,10013,Manhattan,15140,490.1375165,high income,JUNG SIK,HARRISON STREET,1/28/2020
3379,10013,Manhattan,15140,490.1375165,high income,LA BELLA VITA,MULBERRY STREET,2/19/2020
3382,10013,Manhattan,15140,490.1375165,high income,GASOLINE ALLEY COFFEE,GRAND STREET,1/28/2020
3384,10013,Manhattan,15140,490.1375165,high income,BAKE CULTURE,BOWERY,2/14/2020
3386,10013,Manhattan,15140,490.1375165,high income,PAESANO'S,MULBERRY STREET,2/3/2020
3391,10013,Manhattan,15140,490.1375165,high income,BRANDY LIBRARY LOUNGE,NORTH MOORE STREET,2/5/2020
3394,10013,Manhattan,15140,490.1375165,high income,XO TASTE,ELIZABETH STREET,2/27/2020
3396,10013,Manhattan,15140,490.1375165,high income,SQUARE DINER,LEONARD STREET,3/2/2020
3398,10013,Manhattan,15140,490.1375165,high income,WONTON NOODLE GARDEN,MOTT STREET,2/24/2020
3399,10013,Manhattan,15140,490.1375165,high income,ZONA TRIBECA MEZCALERIA,GREENWICH STREET,3/3/2020
3400,10013,Manhattan,15140,490.1375165,high income,TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,3/9/2020
3401,10013,Manhattan,15140,490.1375165,high income,AMAZING 66 RESTAURANT,MOTT STREET,3/9/2020
3402,10013,Manhattan,15140,490.1375165,high income,TERROIR TRIBECA,HARRISON STREET,2/24/2020
3403,10013,Manhattan,15140,490.1375165,high income,VIETSPOT,CHURCH STREET,3/9/2020
3404,10013,Manhattan,15140,490.1375165,high income,ZIA MARIA LITTLE ITALY,MULBERRY STREET,2/19/2020
3405,10013,Manhattan,15140,490.1375165,high income,La Colombe,VANDAM STREET,3/6/2020
3406,10013,Manhattan,15140,490.1375165,high income,MEE SUM CAFE,PELL STREET,2/27/2020
3407,10013,Manhattan,15140,490.1375165,high income,WISEFISH,GREENWICH STREET,3/9/2020
3408,10013,Manhattan,15140,490.1375165,high income,BOKA,PELL STREET,3/3/2020
3409,10013,Manhattan,15140,490.1375165,high income,EGGLOO,MULBERRY STREET,2/24/2020
3410,10013,Manhattan,15140,490.1375165,high income,BROOKLYN DIAMOND COFFEE,WEST BROADWAY,2/21/2020
3412,10013,Manhattan,15140,490.1375165,high income,TONII'S RICE NOODLE,BAYARD STREET,2/28/2020
3413,10013,Manhattan,15140,490.1375165,high income,CAFE BY SHIKI,WOOSTER STREET,2/21/2020
3416,10013,Manhattan,15140,490.1375165,high income,PEKING DUCK HOUSE,MOTT STREET,3/3/2020
3418,10013,Manhattan,15140,490.1375165,high income,DUNKIN',CANAL STREET,2/28/2020
3419,10013,Manhattan,15140,490.1375165,high income,CITIGROUP 388 EDR,GREENWICH STREET,3/4/2020
3420,10013,Manhattan,15140,490.1375165,high income,SHANGHAI ASIAN CUISINE,ELIZABETH STREET,2/20/2020
3421,10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,2/28/2020
3422,10013,Manhattan,15140,490.1375165,high income,PRIMO'S BAR,WEST BROADWAY,3/3/2020
3423,10013,Manhattan,15140,490.1375165,high income,LA COLOMBE TORREFACTION,CHURCH STREET,2/19/2020
3424,10013,Manhattan,15140,490.1375165,high income,GALLI RESTAURANT,MERCER STREET,3/2/2020
3430,10013,Manhattan,15140,490.1375165,high income,IL MULINO PRIME,WEST BROADWAY,2/20/2020
3431,10013,Manhattan,15140,490.1375165,high income,BEARIN WHEEL PIE,WALKER STREET,2/28/2020
3436,10013,Manhattan,15140,490.1375165,high income,GREAT N.Y. NOODLETOWN,BOWERY,3/6/2020
3437,10013,Manhattan,15140,490.1375165,high income,MAMAN,WEST BROADWAY,2/20/2020
3438,10013,Manhattan,15140,490.1375165,high income,WOOPS! BAKESHOP,WORTH STREET,3/6/2020
3439,10013,Manhattan,15140,490.1375165,high income,CITIGROUP EXECUTIVE DINING ROOM,GREENWICH STREET,2/20/2020
3448,10013,Manhattan,15140,490.1375165,high income,MACAO  RESTAURANT AND BAR,CHURCH STREET,3/3/2020
3449,10013,Manhattan,15140,490.1375165,high income,NY 99 CENTS PIZZA,LAFAYETTE STREET,2/28/2020
3450,10013,Manhattan,15140,490.1375165,high income,ZUTTO JAPANESE AMERICAN PUB,HUDSON STREET,3/3/2020
3458,10013,Manhattan,15140,490.1375165,high income,THE CHAI SPOT,MOTT STREET,2/28/2020
3466,10013,Manhattan,15140,490.1375165,high income,SHAN DONG DUMPLING,MOSCO STREET,3/2/2020
3469,10013,Manhattan,15140,490.1375165,high income,CHIKARASHI,CANAL STREET,3/16/2020
3470,10013,Manhattan,15140,490.1375165,high income,ANEJO TRIBECA,WALKER STREET,3/16/2020
3471,10013,Manhattan,15140,490.1375165,high income,WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,3/10/2020
3472,10013,Manhattan,15140,490.1375165,high income,GREENWICH STREET TAVERN,GREENWICH STREET,3/10/2020
3473,10013,Manhattan,15140,490.1375165,high income,MATCHAFUL,CANAL STREET,3/13/2020
3474,10013,Manhattan,15140,490.1375165,high income,BURGER INN AND GRILL,CHURCH STREET,3/11/2020
3475,10013,Manhattan,15140,490.1375165,high income,TAIWAN BEAR HOUSE,PELL STREET,3/16/2020
3477,10013,Manhattan,15140,490.1375165,high income,IL CORTILE RESTAURANT,MULBERRY STREET,3/11/2020
3479,10013,Manhattan,15140,490.1375165,high income,TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,3/12/2020
3487,10013,Manhattan,15140,490.1375165,high income,CHA CHA MATCHA,BROOME STREET,3/13/2020
3488,10013,Manhattan,15140,490.1375165,high income,NYONYA,GRAND STREET,3/16/2020
3497,10013,Manhattan,15140,490.1375165,high income,Nuan Xin Rice Roll,ELIZABETH STREET,3/16/2020
3505,10013,Manhattan,15140,490.1375165,high income,SARABETH'S,GREENWICH STREET,10/29/2019
3506,10013,Manhattan,15140,490.1375165,high income,WICHCRAFT,GREENWICH STREET,10/29/2019
3507,10013,Manhattan,15140,490.1375165,high income,WALKER'S RESTAURANT,NORTH MOORE STREET,10/25/2019
3508,10013,Manhattan,15140,490.1375165,high income,SOHO EATERY,CANAL STREET,10/29/2019
3509,10013,Manhattan,15140,490.1375165,high income,BANH MI SAIGON BAKERY,GRAND STREET,10/29/2019
3510,10013,Manhattan,15140,490.1375165,high income,LABELLA FERRARA,MULBERRY STREET,10/28/2019
3511,10013,Manhattan,15140,490.1375165,high income,FLEET BAKERY,BOWERY,10/29/2019
3512,10013,Manhattan,15140,490.1375165,high income,BIG WONG RESTAURANT,MOTT STREET,10/15/2019
3514,10013,Manhattan,15140,490.1375165,high income,NEW HONG WONG SEAFOOD RESTAURANT,BOWERY,10/28/2019
3515,10013,Manhattan,15140,490.1375165,high income,NOODLE VILLAGE,MOTT STREET,10/29/2019
3516,10013,Manhattan,15140,490.1375165,high income,RANDOLPH BEER,BROOME STREET,10/21/2019
3518,10013,Manhattan,15140,490.1375165,high income,BAR HUGO,GREENWICH STREET,10/29/2019
3520,10013,Manhattan,15140,490.1375165,high income,CHIU HONG BAKERY,MOTT STREET,10/15/2019
3521,10013,Manhattan,15140,490.1375165,high income,SOHO THAI,GRAND STREET,10/10/2019
3523,10013,Manhattan,15140,490.1375165,high income,ANEJO TRIBECA,WALKER STREET,10/29/2019
3525,10013,Manhattan,15140,490.1375165,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,10/8/2019
3526,10013,Manhattan,15140,490.1375165,high income,CAFE CLEMENTINE,WEST BROADWAY,10/17/2019
3527,10013,Manhattan,15140,490.1375165,high income,WEATHER UP,DUANE STREET,10/29/2019
3529,10013,Manhattan,15140,490.1375165,high income,MTEA,BAYARD STREET,10/15/2019
3530,10013,Manhattan,15140,490.1375165,high income,AUGUST GATHERINGS,CANAL STREET,10/24/2019
3531,10013,Manhattan,15140,490.1375165,high income,BEARIN WHEEL PIE,WALKER STREET,10/11/2019
3533,10013,Manhattan,15140,490.1375165,high income,88 LAN ZHOU HANDMADE NOODLE & DUMPLING,BOWERY,10/29/2019
3535,10013,Manhattan,15140,490.1375165,high income,GOLDEN KING BAKERY,BOWERY,11/1/2019
3537,10013,Manhattan,15140,490.1375165,high income,T SWIRL CREPE,MOTT STREET,10/29/2019
3539,10013,Manhattan,15140,490.1375165,high income,VIETSPOT,CHURCH STREET,10/9/2019
3541,10013,Manhattan,15140,490.1375165,high income,ESTANCIA 460,GREENWICH STREET,10/18/2019
3548,10013,Manhattan,15140,490.1375165,high income,TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,10/9/2019
3554,10013,Manhattan,15140,490.1375165,high income,LUNELLA RISTORANTE,MULBERRY STREET,11/1/2019
3556,10013,Manhattan,15140,490.1375165,high income,ATERA,WORTH STREET,10/16/2019
3557,10013,Manhattan,15140,490.1375165,high income,BENITO ONE,MULBERRY STREET,10/22/2019
3559,10013,Manhattan,15140,490.1375165,high income,CAFE HONG KONG,BAYARD STREET,10/29/2019
3561,10013,Manhattan,15140,490.1375165,high income,ANTICA,CANAL STREET,10/29/2019
3569,10013,Manhattan,15140,490.1375165,high income,FUNNY BBQ,BOWERY,10/10/2019
3571,10013,Manhattan,15140,490.1375165,high income,THE ROXY HOTEL,WHITE STREET,10/18/2019
3572,10013,Manhattan,15140,490.1375165,high income,HO WON BAKE,HESTER STREET,10/28/2019
3578,10013,Manhattan,15140,490.1375165,high income,SUSHI AZABU,GREENWICH STREET,10/31/2019
3579,10013,Manhattan,15140,490.1375165,high income,SOHO 54,WATTS STREET,11/14/2019
3580,10013,Manhattan,15140,490.1375165,high income,SAM'S DELI,MULBERRY STREET,10/30/2019
3581,10013,Manhattan,15140,490.1375165,high income,SHOJI,LEONARD STREET,10/16/2019
3582,10013,Manhattan,15140,490.1375165,high income,TOFU TOFU,BOWERY,10/28/2019
3585,10013,Manhattan,15140,490.1375165,high income,TASTE TACO HOUSE,CHURCH STREET,11/12/2019
3589,10013,Manhattan,15140,490.1375165,high income,LA MELA RESTAURANT,MULBERRY STREET,10/15/2019
3590,10013,Manhattan,15140,490.1375165,high income,MAMAN,CENTRE STREET,10/25/2019
3592,10013,Manhattan,15140,490.1375165,high income,GITANO,GRAND STREET,11/18/2019
3593,10013,Manhattan,15140,490.1375165,high income,MCDONALD'S,CANAL STREET,10/18/2019
3594,10013,Manhattan,15140,490.1375165,high income,NEW CAMERON BAKERY,CANAL STREET,10/10/2019
3599,10013,Manhattan,15140,490.1375165,high income,LUPE'S EAST L.A. KITCHEN,AVENUE OF THE AMERICAS,10/30/2019
3602,10013,Manhattan,15140,490.1375165,high income,CASA BOCADO,BOWERY,10/15/2019
3605,10013,Manhattan,15140,490.1375165,high income,THE GREEK,GREENWICH STREET,10/16/2019
3608,10013,Manhattan,15140,490.1375165,high income,TASTY DUMPLING,MULBERRY STREET,10/25/2019
3614,10013,Manhattan,15140,490.1375165,high income,LANDMARK COFFEE SHOP,GRAND STREET,10/25/2019
3620,10013,Manhattan,15140,490.1375165,high income,SUBWAY,WORTH STREET,10/29/2019
3621,10013,Manhattan,15140,490.1375165,high income,99 CENT TASTY & FRESH PIZZA,CANAL STREET,10/28/2019
3631,10013,Manhattan,15140,490.1375165,high income,WHITMANS,HUDSON STREET,10/18/2019
3634,10013,Manhattan,15140,490.1375165,high income,CANTON LOUNGE,MOTT STREET,10/25/2019
3637,10013,Manhattan,15140,490.1375165,high income,TERRA,WEST BROADWAY,11/14/2019
3638,10013,Manhattan,15140,490.1375165,high income,SWEET HOUSE DRINKS AND DESSERTS,BAYARD STREET,11/25/2019
3639,10013,Manhattan,15140,490.1375165,high income,LUNELLA RISTORANTE,MULBERRY STREET,11/25/2019
3640,10013,Manhattan,15140,490.1375165,high income,CHRISTMAS IN THE CITY,MULBERRY STREET,11/25/2019
3642,10013,Manhattan,15140,490.1375165,high income,BAYARD SUSHI,BAYARD STREET,11/7/2019
3643,10013,Manhattan,15140,490.1375165,high income,DA NICO RESTAURANT,MULBERRY STREET,11/21/2019
3644,10013,Manhattan,15140,490.1375165,high income,DY JUICE BAR,VESTRY STREET,11/19/2019
3645,10013,Manhattan,15140,490.1375165,high income,PHO NEW YORK RESTAURANT,MULBERRY STREET,11/15/2019
3646,10013,Manhattan,15140,490.1375165,high income,MARGHERITA,GRAND STREET,11/26/2019
3648,10013,Manhattan,15140,490.1375165,high income,TAURO RESTAURANT,HUDSON STREET,12/16/2019
3649,10013,Manhattan,15140,490.1375165,high income,FELIX,WEST BROADWAY,11/22/2019
3650,10013,Manhattan,15140,490.1375165,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,11/13/2019
3653,10013,Manhattan,15140,490.1375165,high income,BAZ BAGEL AND RESTAURANT,GRAND STREET,11/15/2019
3654,10013,Manhattan,15140,490.1375165,high income,HAPPY BONES,BROOME STREET,11/26/2019
3655,10013,Manhattan,15140,490.1375165,high income,PEPE ROSSO SOCIAL,MOTT STREET,11/15/2019
3656,10013,Manhattan,15140,490.1375165,high income,VIVI BUBBLE TEA,HESTER STREET,12/17/2019
3658,10013,Manhattan,15140,490.1375165,high income,LOCANDA VERDE,GREENWICH STREET,11/22/2019
3659,10013,Manhattan,15140,490.1375165,high income,NHA-TRANG CENTRE VIETNAM RESTAURANT,CENTRE STREET,11/12/2019
3660,10013,Manhattan,15140,490.1375165,high income,CICCIO CAFE,6 AVENUE,11/6/2019
3664,10013,Manhattan,15140,490.1375165,high income,GONG CHA,BAYARD STREET,11/6/2019
3666,10013,Manhattan,15140,490.1375165,high income,BLUE BOTTLE COFFEE,VARICK STREET,11/8/2019
3667,10013,Manhattan,15140,490.1375165,high income,UNITED GROCERY & DELI,HUDSON STREET,11/22/2019
3669,10013,Manhattan,15140,490.1375165,high income,NISH NUSH,READE STREET,11/20/2019
